Product ID,Product Name,Product Type,Product Code/SKU,Bin Picking Number,Brand Name,Option Set,Option Set Align,Product Description,Price,Cost Price,Retail Price,Sale Price,Fixed Shipping Cost,Free Shipping,Product Warranty,Product Weight,Product Width,Product Height,Product Depth,Allow Purchases?,Product Visible?,Product Availability,Track Inventory,Date Added,Date Modified,Current Stock Level,Low Stock Level,Category,Product Image URL - 1,Product Image ID - 1,Product Image File - 1,Product Image Description - 1,Product Image Is Thumbnail - 1,Product Image Sort - 1,Product Image URL - 2,Product Image ID - 2,Product Image File - 2,Product Image Description - 2,Product Image Is Thumbnail - 2,Product Image Sort - 2,Product Image URL - 3,Product Image ID - 3,Product Image File - 3,Product Image Description - 3,Product Image Is Thumbnail - 3,Product Image Sort - 3,Product Image URL - 4,Product Image ID - 4,Product Image File - 4,Product Image Description - 4,Product Image Is Thumbnail - 4,Product Image Sort - 4,Product Image URL - 5,Product Image ID - 5,Product Image File - 5,Product Image Description - 5,Product Image Is Thumbnail - 5,Product Image Sort - 5,Product Image URL - 6,Product Image ID - 6,Product Image File - 6,Product Image Description - 6,Product Image Is Thumbnail - 6,Product Image Sort - 6,Product Image URL - 7,Product Image ID - 7,Product Image File - 7,Product Image Description - 7,Product Image Is Thumbnail - 7,Product Image Sort - 7,Product Image URL - 8,Product Image ID - 8,Product Image File - 8,Product Image Description - 8,Product Image Is Thumbnail - 8,Product Image Sort - 8,Product Image URL - 9,Product Image ID - 9,Product Image File - 9,Product Image Description - 9,Product Image Is Thumbnail - 9,Product Image Sort - 9,Product Image URL - 10,Product Image ID - 10,Product Image File - 10,Product Image Description - 10,Product Image Is Thumbnail - 10,Product Image Sort - 10,Product Image URL - 11,Product Image ID - 11,Product Image File - 11,Product Image Description - 11,Product Image Is Thumbnail - 11,Product Image Sort - 11,Product Image URL - 12,Product Image ID - 12,Product Image File - 12,Product Image Description - 12,Product Image Is Thumbnail - 12,Product Image Sort - 12,Product Image URL - 13,Product Image ID - 13,Product Image File - 13,Product Image Description - 13,Product Image Is Thumbnail - 13,Product Image Sort - 13,Search Keywords,Page Title,Meta Keywords,Meta Description,Product Condition,Show Product Condition?,Sort Order,Product Tax Class,Product UPC/EAN,Stop Processing Rules,Product URL,Redirect Old URL?,GPS Global Trade Item Number,GPS Manufacturer Part Number,GPS Gender,GPS Age Group,GPS Color,GPS Size,GPS Material,GPS Pattern,GPS Item Group ID,GPS Category,GPS Enabled,Tax Provider Tax Code,Product Custom Fields,Minimum Purchase Quantity,Maximum Purchase Quantity,Shipping Groups,Origin Locations
10559,[S]Finish Options=White,,TF-WLINLV254MV-WH,,,,,,404.3,0,,,,N,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINLV254MV-WH,,,,,,,,,,,,,,,
10560,[S]Finish Options=Black,,TF-WLINLV254MV-BK,,,,,,438.6,0,,,,N,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINLV254MV-BK,,,,,,,,,,,,,,,
10561,[S]Finish Options=Silver,,TF-WLINLV254MV-SL,,,,,,438.6,0,,,,N,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINLV254MV-SL,,,,,,,,,,,,,,,
10562,[S]Finish Options=Iron,,TF-WLINLV254MV-IN,,,,,,438.6,0,,,,N,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINLV254MV-IN,,,,,,,,,,,,,,,
10518,,,TF-WLINLV254MV-WH,,,,,,[FIXED]404.3,,,,,,,[FIXED]16,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
10519,,,TF-WLINLV254MV-BK,,,,,,[FIXED]438.6,,,,,,,[FIXED]16,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
10520,,,TF-WLINLV254MV-SL,,,,,,[FIXED]438.6,,,,,,,[FIXED]16,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
10521,,,TF-WLINLV254MV-IN,,,,,,[FIXED]438.6,,,,,,,[FIXED]16,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
965,WLIN Series 4 Lamp T8 8ft. Tandem Direct/Indirect Wall Matte White Lens,P,TF-WLINMW2328MV,,Saylite - Texas Fluorescents,,Right,"<div class=""short-description""><p>Specification grade, low profile direct / indirect wall mount with up and forward throw optics, the WLIN is a sleek wall mount companion to the pendant mount indirect LIN (see T02PEND, LIN series). This wall mount is ideal for brightening perimeters of offices or spectacular wall lighting systems for corridors.</p></div><div class=""ProductDescription""><h3><strong>FEATURES &amp; SPECIFICATIONS</strong></h3> <p><strong>INTENDED USE<br /></strong>Specification grade, low profile direct / indirect wall mount with up and forward throw optics, the WLIN is a sleek wall mount companion to the pendant mount indirect LIN (see T02PEND, LIN series). This wall mount is ideal for brightening perimeters of offices or spectacular wall lighting systems for corridors.</p> <p><strong>LAMP<br /></strong>2 lamp positions.</p> <p><strong>MATERIALS &amp; FEATURES<br /></strong>Housing is die-formed and embossed code 20 gage steel with die cast aluminum end caps. Standard finish is powder coat white. Custom colors available. An enhanced white aluminum reflector is included.</p> <ul> <li>Continuous row mounting</li> <li>Post painted powder coat finish</li> <li>White standard, Custom colors available</li> </ul> <p><strong>MOUNTING<br /></strong>Wall bracket mount.</p> <p><strong>LISTING</strong></p> <ul> <li><b>Fixture and Ballast:</b> UL Listed.</li> <li><b>Ballast:</b> Thermally protected, class P, HPF, Non PCB.</li> </ul></div><div class=""resources_and_downloads""><div class=""block_ResDown""> 			<h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2> 			<p class=""resourses""><a href=""/content/resources/specs/WLINMWseries.pdf"" target=""_blank""><strong>Direct/Indirect Wall Matte White Lens Specification Sheet</strong></a></p></div></div>",478.6,335,558.35,0,0,N,"<p><strong>Housing<br></strong>Housing is die-formed and embossed code 20 gage steel with die cast aluminum end caps. Standard finish is powder coat white. Custom colors available.</p><p><strong>Mounting<br></strong>Wall bracket mount.</p><p><strong>Reflector<br></strong>Enhanced white aluminum reflector</p><tr><th>Resources</th>
			<td><a href=""/content/resources/specs/WLINMWseries.pdf"" target=""_blank""><strong>Direct/Indirect Wall Matte White Lens Specification Sheet</strong></a></td></tr><p><strong>Resources<br></strong><a href=""/content/resources/specs/WLINMWseries.pdf"" target=""_blank""><strong>Direct/Indirect Wall Matte White Lens Specification Sheet</strong></a></p>",35,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,40,4,Light Fixtures;Light Fixtures/Indoor Lighting/Wall Mounted Lights;Light Fixtures/Indoor Lighting/Wall Mounted Lights/Linear Wall Lighting,http://relightdepot.com/product_images/q/904/4_lamp_t8_8ft._tandem_directindirect_wall_matte_white_lens_-_white_finished__55920.jpg,1494,q/904/4_lamp_t8_8ft._tandem_directindirect_wall_matte_white_lens_-_white_finished__55920.jpg,WLIN Series 4 Lamp T8 8ft. Tandem Direct/Indirect Wall Matte White Lens,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLIN Series 4 Lamp T8 8ft. Tandem Direct/Indirect Wall Matte White Lens,"4, Lamp, T8, 8ft., Tandem, Direct, Indirect, Wall, Matte, White, Lens","Specification grade, low profile direct / indirect wall mount with up and forward throw optics, the WLIN is a sleek wall mount companion to the pendant mount indirect LIN (see T02PEND, LIN series).",New,N,0,Default Tax Class,,N,/wlin-series-4-lamp-t8-8ft-tandem-direct-indirect-wall-matte-white-lens/,,,WLINMW2328MV,,,,,,,,,N,,"Light Source=T8 Fluorescent;""Fixture Size=8' Linear"";""Listings and Ratings=Class P,HPF,Non PCB,Thermally protected,UL Listed"";""Ballast and Voltage=Electronic, Multivolt 120-277V""",0,0,Large,
10563,[S]Finish Options=White,,TF-WLINMW2328MV-WH,,,,,,478.6,0,,,,N,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINMW2328MV-WH,,,,,,,,,,,,,,,
10564,[S]Finish Options=Black,,TF-WLINMW2328MV-BK,,,,,,602.86,0,,,,N,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINMW2328MV-BK,,,,,,,,,,,,,,,
10565,[S]Finish Options=Silver,,TF-WLINMW2328MV-SL,,,,,,602.86,0,,,,N,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINMW2328MV-SL,,,,,,,,,,,,,,,
10566,[S]Finish Options=Iron,,TF-WLINMW2328MV-IN,,,,,,602.86,0,,,,N,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINMW2328MV-IN,,,,,,,,,,,,,,,
10522,,,TF-WLINMW2328MV-WH,,,,,,[FIXED]478.6,,,,,,,[FIXED]35,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
10523,,,TF-WLINMW2328MV-BK,,,,,,[FIXED]602.86,,,,,,,[FIXED]35,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
10524,,,TF-WLINMW2328MV-SL,,,,,,[FIXED]602.86,,,,,,,[FIXED]35,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
10525,,,TF-WLINMW2328MV-IN,,,,,,[FIXED]602.86,,,,,,,[FIXED]35,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
967,"1 Lamp 17W T8 BKS 24"" Classic Square Silhouette Vanity Fixture",P,TF-BKSA117MV,,Saylite - Texas Fluorescents,,Right,"<div class=""short-description""><p>Classic square silhoutte with white diffuser, 24"" F17T8.</p></div><div class=""ProductDescription""><p><strong>APPLICATION<br /></strong>Superbly designed wall brackets for kitchens, bathrooms, office areas, etc.</p> <h3><strong>FEATURES &amp; SPECIFICATIONS</strong></h3> <p><strong>ATTRIBUTES<br /></strong>Wraparound smooth white polystyrene lens also available in acrylic. Chrome bodies and ends are available - add CH to end of part number for complete chrome fixture and CHE for chrome ends only.</p> <p><strong>LISTING<br /></strong>Fixtures conform to Underwriters' Laboratories standards for production and are carefully tested prior to packing.</p></div><div class=""resources_and_downloads""><div class=""block_ResDown""> 			<h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2> 			<p class=""resourses""><a href=""/content/resources/specs/BKSseries.pdf"" target=""_blank""><strong>BKS - Classic Square Silhouette Specification Sheet</strong></a></p></div></div>",77.15,54,90,0,0,N,"<p><strong>Housing<br></strong>-</p><p><strong>Mounting<br></strong>-</p><p><strong>Reflector<br></strong>-</p><tr><th>Resources</th>
			<td>No</td></tr><p><strong>Resources<br></strong>No</p>",16,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,10,0,Light Fixtures/Indoor Lighting/Wall Mounted Lights/Wall Sconces/Bathroom and Vanity Lights,http://relightdepot.com/product_images/e/249/bks__85317.jpg,1496,e/249/bks__85317.jpg,"1 Lamp 17W T8 BKS 24"" Classic Square Silhouette Vanity Fixture",Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Lamp 17W T8 BKS - Classic Square Silhouette,"1, Lamp, 17W, T8, BKS, Classic, Square, Silhouette",Classic square silhoutte with white diffuser. Backplate is Classic square silhoutte with white diffuser. Backplate is available in all white or all chrome (add CH) or with shite fixture and Chrome ends (CHE),New,N,0,Default Tax Class,,N,/1-lamp-17w-t8-bks-classic-square-silhouette/,,,BKSA117MV,,,,,,,,,N,,"Light Source=T8 Fluorescent;""Fixture Size=2' Linear"";""Listings and Ratings=UL Listed"";""Ballast and Voltage=Electronic, Multivolt 120-277V""",0,0,,
968,WLIN Series 2 Lamp T8 Direct/Indirect Wall Matte White Lens,P,TF-WLINMW232MV,,Saylite - Texas Fluorescents,,Right,"<div class=""short-description""><p>Specification grade, low profile direct / indirect wall mount with up and forward throw optics, the WLIN is a sleek wall mount companion to the pendant mount indirect LIN (see T02PEND, LIN series). This wall mount is ideal for brightening perimeters of offices or spectacular wall lighting systems for corridors.</p></div><div class=""ProductDescription""><h3><strong>FEATURES &amp; SPECIFICATIONS</strong></h3> <p><strong>INTENDED USE<br /></strong>Specification grade, low profile direct / indirect wall mount with up and forward throw optics, the WLIN is a sleek wall mount companion to the pendant mount indirect LIN (see T02PEND, LIN series). This wall mount is ideal for brightening perimeters of offices or spectacular wall lighting systems for corridors.</p> <p><strong>LAMP<br /></strong>2 lamp positions.</p> <p><strong>MATERIALS &amp; FEATURES<br /></strong>Housing is die-formed and embossed code 20 gage steel with die cast aluminum end caps. Standard finish is powder coat white. Custom colors available. An enhanced white aluminum reflector is included.</p> <ul> <li>Continuous row mounting</li> <li>Post painted powder coat finish</li> <li>White standard, Custom colors available</li> </ul> <p><strong>MOUNTING<br /></strong>Wall bracket mount.</p> <p><strong>LISTING</strong></p> <ul> <li><b>Fixture and Ballast:</b> UL Listed.</li> <li><b>Ballast:</b> Thermally protected, class P, HPF, Non PCB.</li> </ul></div><div class=""resources_and_downloads""><div class=""block_ResDown""> 			<h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2> 			<p class=""resourses""><a href=""/content/resources/specs/WLINMWseries.pdf"" target=""_blank""><strong>Direct/Indirect Wall Matte White Lens Specification Sheet</strong></a></p></div></div>",270,189,315,0,0,N,"<p><strong>Housing<br></strong>Housing is die-formed and embossed code 20 gage steel with die cast aluminum end caps. Standard finish is powder coat white. Custom colors available.</p><p><strong>Mounting<br></strong>Wall bracket mount.</p><p><strong>Reflector<br></strong>Enhanced white aluminum reflector</p><tr><th>Resources</th>
			<td><a href=""/content/resources/specs/WLINMWseries.pdf"" target=""_blank""><strong>Direct/Indirect Wall Matte White Lens Specification Sheet</strong></a></td></tr><p><strong>Resources<br></strong><a href=""/content/resources/specs/WLINMWseries.pdf"" target=""_blank""><strong>Direct/Indirect Wall Matte White Lens Specification Sheet</strong></a></p>",16,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,40,4,Light Fixtures;Light Fixtures/Indoor Lighting/Wall Mounted Lights;Light Fixtures/Indoor Lighting/Wall Mounted Lights/Linear Wall Lighting,http://relightdepot.com/product_images/c/845/2_lamp_t8_directindirect_wall_matte_white_lens_-_white_finished__38014.jpg,1497,c/845/2_lamp_t8_directindirect_wall_matte_white_lens_-_white_finished__38014.jpg,WLIN Series 2 Lamp T8 Direct/Indirect Wall Matte White Lens,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLIN Series 2 Lamp T8 Direct/Indirect Wall Matte White Lens,"2, Lamp, T8, Direct, Indirect, Wall, Matte, White, Lens, White, Finished","Specification grade, low profile direct / indirect wall mount with up and forward throw optics, the WLIN is a sleek wall mount companion to the pendant mount indirect LIN (see T02PEND, LIN series).",New,N,0,Default Tax Class,,N,/wlin-series-2-lamp-t8-direct-indirect-wall-matte-white-lens/,,,WLINMW232MV,,,,,,,,,N,,"Light Source=T8 Fluorescent;""Fixture Size=4' Linear"";""Listings and Ratings=Class P,HPF,Non PCB,Thermally protected,UL Listed"";""Ballast and Voltage=Electronic, Multivolt 120-277V""",0,0,,
10567,[S]Finish Options=White,,TF-WLINMW232MV-WH,,,,,,270,0,,,,N,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINMW232MV-WH,,,,,,,,,,,,,,,
10568,[S]Finish Options=Black,,TF-WLINMW232MV-BK,,,,,,354.3,0,,,,N,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINMW232MV-BK,,,,,,,,,,,,,,,
10569,[S]Finish Options=Silver,,TF-WLINMW232MV-SL,,,,,,354.3,0,,,,N,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINMW232MV-SL,,,,,,,,,,,,,,,
10570,[S]Finish Options=Iron,,TF-WLINMW232MV-IN,,,,,,354.3,0,,,,N,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINMW232MV-IN,,,,,,,,,,,,,,,
10526,,,TF-WLINMW232MV-WH,,,,,,[FIXED]270,,,,,,,[FIXED]16,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
10527,,,TF-WLINMW232MV-BK,,,,,,[FIXED]354.3,,,,,,,[FIXED]16,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
10528,,,TF-WLINMW232MV-SL,,,,,,[FIXED]354.3,,,,,,,[FIXED]16,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
10529,,,TF-WLINMW232MV-IN,,,,,,[FIXED]354.3,,,,,,,[FIXED]16,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
970,WLIN Series 4 Lamp T5HO 8ft. Tandem Direct/Indirect Wall Matte White Lens,P,TF-WLINMW2548MV,,Saylite - Texas Fluorescents,,Right,"<div class=""short-description""><p>Specification grade, low profile direct / indirect wall mount with up and forward throw optics, the WLIN is a sleek wall mount companion to the pendant mount indirect LIN (see T02PEND, LIN series). This wall mount is ideal for brightening perimeters of offices or spectacular wall lighting systems for corridors.</p></div><div class=""ProductDescription""><h3><strong>FEATURES &amp; SPECIFICATIONS</strong></h3> <p><strong>INTENDED USE<br /></strong>Specification grade, low profile direct / indirect wall mount with up and forward throw optics, the WLIN is a sleek wall mount companion to the pendant mount indirect LIN (see T02PEND, LIN series). This wall mount is ideal for brightening perimeters of offices or spectacular wall lighting systems for corridors.</p> <p><strong>LAMP<br /></strong>2 lamp positions.</p> <p><strong>MATERIALS &amp; FEATURES<br /></strong>Housing is die-formed and embossed code 20 gage steel with die cast aluminum end caps. Standard finish is powder coat white. Custom colors available. An enhanced white aluminum reflector is included.</p> <ul> <li>Continuous row mounting</li> <li>Post painted powder coat finish</li> <li>White standard, Custom colors available</li> </ul> <p><strong>MOUNTING<br /></strong>Wall bracket mount.</p> <p><strong>LISTING</strong></p> <ul> <li><b>Fixture and Ballast:</b> UL Listed.</li> <li><b>Ballast:</b> Thermally protected, class P, HPF, Non PCB.</li> </ul></div><div class=""resources_and_downloads""><div class=""block_ResDown""> 			<h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2> 			<p class=""resourses""><a href=""/content/resources/specs/WLINMWseries.pdf"" target=""_blank""><strong>Direct/Indirect Wall Matte White Lens Specification Sheet</strong></a></p></div></div>",548.6,384,640,0,0,N,"<p><strong>Housing<br></strong>Housing is die-formed and embossed code 20 gage steel with die cast aluminum end caps. Standard finish is powder coat white. Custom colors available.</p><p><strong>Mounting<br></strong>Wall bracket mount.</p><p><strong>Reflector<br></strong>Enhanced white aluminum reflector</p><tr><th>Resources</th>
			<td><a href=""/content/resources/specs/WLINMWseries.pdf"" target=""_blank""><strong>Direct/Indirect Wall Matte White Lens Specification Sheet</strong></a></td></tr><p><strong>Resources<br></strong><a href=""/content/resources/specs/WLINMWseries.pdf"" target=""_blank""><strong>Direct/Indirect Wall Matte White Lens Specification Sheet</strong></a></p>",35,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,40,4,Light Fixtures;Light Fixtures/Indoor Lighting/Wall Mounted Lights;Light Fixtures/Indoor Lighting/Wall Mounted Lights/Linear Wall Lighting,http://relightdepot.com/product_images/u/694/4_lamp_t5ho_8ft._tandem_directindirect_wall_matte_white_lens_-_white_finished__28570.jpg,1499,u/694/4_lamp_t5ho_8ft._tandem_directindirect_wall_matte_white_lens_-_white_finished__28570.jpg,WLIN Series 4 Lamp T5HO 8ft. Tandem Direct/Indirect Wall Matte White Lens,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Lamp T5HO 8ft. Tandem Direct/Indirect Wall Matte White Lens,"4, Lamp, T5HO, 8ft., Tandem, Direct, Indirect, Wall, Matte, White, Lens","Specification grade, low profile direct / indirect wall mount with up and forward throw optics, the WLIN is a sleek wall mount companion to the pendant mount indirect LIN (see T02PEND, LIN series).",New,N,0,Default Tax Class,,N,/wlin-series-4-lamp-t5ho-8ft-tandem-direct-indirect-wall-matte-white-lens/,,,WLINMW2548MV,,,,,,,,,N,,"Light Source=T5HO Fluorescent;""Fixture Size=8' Linear"";""Listings and Ratings=Class P,HPF,Non PCB,Thermally protected,UL Listed"";""Ballast and Voltage=Electronic, Multivolt 120-277V""",0,0,Large,
10571,[S]Finish Options=White,,TF-WLINMW2548MV-WH,,,,,,548.6,0,,,,N,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINMW2548MV-WH,,,,,,,,,,,,,,,
10572,[S]Finish Options=Black,,TF-WLINMW2548MV-BK,,,,,,622.86,0,,,,N,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINMW2548MV-BK,,,,,,,,,,,,,,,
10573,[S]Finish Options=Silver,,TF-WLINMW2548MV-SL,,,,,,622.86,0,,,,N,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINMW2548MV-SL,,,,,,,,,,,,,,,
10574,[S]Finish Options=Iron,,TF-WLINMW2548MV-IN,,,,,,622.86,0,,,,N,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLINMW2548MV-IN,,,,,,,,,,,,,,,
10530,,,TF-WLINMW2548MV-WH,,,,,,[FIXED]548.6,,,,,,,[FIXED]35,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
10531,,,TF-WLINMW2548MV-BK,,,,,,[FIXED]622.86,,,,,,,[FIXED]35,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
10532,,,TF-WLINMW2548MV-SL,,,,,,[FIXED]622.86,,,,,,,[FIXED]35,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
10533,,,TF-WLINMW2548MV-IN,,,,,,[FIXED]622.86,,,,,,,[FIXED]35,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
