parent_sku,child_sku,Wattage_Options
TF-CRSF48L,TF-CRSF48L-T30W3500LDMV-30K,"30 Watts"
TF-CRSF48L,TF-CRSF48L-T30W3500LDMV-35K,"30 Watts"
TF-CRSF48L,TF-CRSF48L-T30W3500LDMV-40K,"30 Watts"
TF-CRSF48L,TF-CRSF48L-T30W3500LDMV-50K,"30 Watts"
TF-CRSF48L,TF-CRSF48L-T41W4300LDMV-30K,"41 Watts"
TF-CRSF48L,TF-CRSF48L-T41W4300LDMV-35K,"41 Watts"
TF-CRSF48L,TF-CRSF48L-T41W4300LDMV-40K,"41 Watts"
TF-CRSF48L,TF-CRSF48L-T41W4300LDMV-50K,"41 Watts"
TF-CRSF48L,TF-CRSF48L-T58W6700LDMV-30K,"58 Watts"
TF-CRSF48L,TF-CRSF48L-T58W6700LDMV-35K,"58 Watts"
TF-CRSF48L,TF-CRSF48L-T58W6700LDMV-40K,"58 Watts"
TF-CRSF48L,TF-CRSF48L-T58W6700LDMV-50K,"58 Watts"
TF-CRSR96L,TF-CRSR96L-T60W6900LDMV-30K,"60 Watts"
TF-CRSR96L,TF-CRSR96L-T60W6900LDMV-35K,"60 Watts"
TF-CRSR96L,TF-CRSR96L-T60W6900LDMV-40K,"60 Watts"
TF-CRSR96L,TF-CRSR96L-T60W6900LDMV-50K,"60 Watts"
TF-CRSR96L,TF-CRSR96L-T82W8900LDMV-30K,"82 Watts"
TF-CRSR96L,TF-CRSR96L-T82W8900LDMV-35K,"82 Watts"
TF-CRSR96L,TF-CRSR96L-T82W8900LDMV-40K,"82 Watts"
TF-CRSR96L,TF-CRSR96L-T82W8900LDMV-50K,"82 Watts"
TF-CRSR96L,TF-CRSR96L-T116W13400LDMV-30K,"116 Watts"
TF-CRSR96L,TF-CRSR96L-T116W13400LDMV-35K,"116 Watts"
TF-CRSR96L,TF-CRSR96L-T116W13400LDMV-40K,"116 Watts"
TF-CRSR96L,TF-CRSR96L-T116W13400LDMV-50K,"116 Watts"
TF-CRSR48L,TF-CRSR48L-T30W3500LDMV-30K,"30 Watts"
TF-CRSR48L,TF-CRSR48L-T30W3500LDMV-35K,"30 Watts"
TF-CRSR48L,TF-CRSR48L-T30W3500LDMV-40K,"30 Watts"
TF-CRSR48L,TF-CRSR48L-T30W3500LDMV-50K,"30 Watts"
TF-CRSR48L,TF-CRSR48L-T41W4300LDMV-30K,"41 Watts"
TF-CRSR48L,TF-CRSR48L-T41W4300LDMV-35K,"41 Watts"
TF-CRSR48L,TF-CRSR48L-T41W4300LDMV-40K,"41 Watts"
TF-CRSR48L,TF-CRSR48L-T41W4300LDMV-50K,"41 Watts"
TF-CRSR48L,TF-CRSR48L-T58W6700LDMV-30K,"58 Watts"
TF-CRSR48L,TF-CRSR48L-T58W6700LDMV-35K,"58 Watts"
TF-CRSR48L,TF-CRSR48L-T58W6700LDMV-40K,"58 Watts"
TF-CRSR48L,TF-CRSR48L-T58W6700LDMV-50K,"58 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T56W5600LDMV-30KWH,"56 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T56W5600LDMV-35KWH,"56 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T56W5600LDMV-40KWH,"56 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T56W5600LDMV-50KWH,"56 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T80W8000LDMV-30KWH,"80 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T80W8000LDMV-35KWH,"80 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T80W8000LDMV-40KWH,"80 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T80W8000LDMV-50KWH,"80 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T28W2800LDMV-30KWH,"28 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T28W2800LDMV-35KWH,"28 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T28W2800LDMV-40KWH,"28 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T28W2800LDMV-50KWH,"28 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T40W4000LDMV-30KWH,"40 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T40W4000LDMV-35KWH,"40 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T40W4000LDMV-40KWH,"40 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T40W4000LDMV-50KWH,"40 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T14W1400LDMV-30KWH,"14 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T14W1400LDMV-35KWH,"14 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T14W1400LDMV-40KWH,"14 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T14W1400LDMV-50KWH,"14 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T20W2000LDMV-30KWH,"20 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T20W2000LDMV-35KWH,"20 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T20W2000LDMV-40KWH,"20 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T20W2000LDMV-50KWH,"20 Watts"
TF-RRS96LE,TF-RRS96LE-57W8000LDMV40K,"57 Watts"
TF-RRS96LE,TF-RRS96LE-96W12000LDMV40K,"96 Watts"
TF-RRS96LE,TF-RRS96LE-114W13800LDMV40K,"114 Watts"
TF-RRS48LE,TF-RRS48LE-28W4300LDMV-30K,"28 Watts"
TF-RRS48LE,TF-RRS48LE-28W4300LDMV-35K,"28 Watts"
TF-RRS48LE,TF-RRS48LE-28W4300LDMV-40K,"28 Watts"
TF-RRS48LE,TF-RRS48LE-28W4300LDMV-50K,"28 Watts"
TF-RRS48LE,TF-RRS48LE-48W7000LDMV-30K,"48 Watts"
TF-RRS48LE,TF-RRS48LE-48W7000LDMV-35K,"48 Watts"
TF-RRS48LE,TF-RRS48LE-48W7000LDMV-40K,"48 Watts"
TF-RRS48LE,TF-RRS48LE-48W7000LDMV-50K,"48 Watts"
TF-RRS48LE,TF-RRS48LE-57W8000LDMV-30K,"57 Watts"
TF-RRS48LE,TF-RRS48LE-57W8000LDMV-35K,"57 Watts"
TF-RRS48LE,TF-RRS48LE-57W8000LDMV-40K,"57 Watts"
TF-RRS48LE,TF-RRS48LE-57W8000LDMV-50K,"57 Watts"
TF-RRS96L,TF-RRS96L-E57W6400LW30DMV-30K,"57 Watts"
TF-RRS96L,TF-RRS96L-E57W6400LW30DMV-35K,"57 Watts"
TF-RRS96L,TF-RRS96L-E57W6400LW30DMV-40K,"57 Watts"
TF-RRS96L,TF-RRS96L-E57W6400LW30DMV-50K,"57 Watts"
TF-RRS96L,TF-RRS96L-E96W11300LW30DMV-30K,"96 Watts"
TF-RRS96L,TF-RRS96L-E96W11300LW30DMV-35K,"96 Watts"
TF-RRS96L,TF-RRS96L-E96W11300LW30DMV-40K,"96 Watts"
TF-RRS96L,TF-RRS96L-E96W11300LW30DMV-50K,"96 Watts"
TF-RRS96L,TF-RRS96L-E114W12800LW30DMV-30K,"114 Watts"
TF-RRS96L,TF-RRS96L-E114W12800LW30DMV-35K,"114 Watts"
TF-RRS96L,TF-RRS96L-E114W12800LW30DMV-40K,"114 Watts"
TF-RRS96L,TF-RRS96L-E114W12800LW30DMV-50K,"114 Watts"
TF-RRS48L,TF-RRS48L-E28W4600LW30DMV-30K,"28 Watts"
TF-RRS48L,TF-RRS48L-E28W4600LW30DMV-35K,"28 Watts"
TF-RRS48L,TF-RRS48L-E28W4600LW30DMV-40K,"28 Watts"
TF-RRS48L,TF-RRS48L-E28W4600LW30DMV-50K,"28 Watts"
TF-RRS48L,TF-RRS48L-E48W5650LW30DMV-30K,"48 Watts"
TF-RRS48L,TF-RRS48L-E48W5650LW30DMV-35K,"48 Watts"
TF-RRS48L,TF-RRS48L-E48W5650LW30DMV-40K,"48 Watts"
TF-RRS48L,TF-RRS48L-E48W5650LW30DMV-50K,"48 Watts"
TF-RRS48L,TF-RRS48L-E57W6400LW30DMV-30K,"57 Watts"
TF-RRS48L,TF-RRS48L-E57W6400LW30DMV-35K,"57 Watts"
TF-RRS48L,TF-RRS48L-E57W6400LW30DMV-40K,"57 Watts"
TF-RRS48L,TF-RRS48L-E57W6400LW30DMV-50K,"57 Watts"
TF-RRSFR96L,TF-RRSFR96L-E57W5400LDMV-30K,"57 Watts"
TF-RRSFR96L,TF-RRSFR96L-E57W5400LDMV-35K,"57 Watts"
TF-RRSFR96L,TF-RRSFR96L-E57W5400LDMV-40K,"57 Watts"
TF-RRSFR96L,TF-RRSFR96L-E57W5400LDMV-50K,"57 Watts"
TF-RRSFR96L,TF-RRSFR96L-E96W9200LDMV-30K,"96 Watts"
TF-RRSFR96L,TF-RRSFR96L-E96W9200LDMV-35K,"96 Watts"
TF-RRSFR96L,TF-RRSFR96L-E96W9200LDMV-40K,"96 Watts"
TF-RRSFR96L,TF-RRSFR96L-E96W9200LDMV-50K,"96 Watts"
TF-RRSFR96L,TF-RRSFR96L-E114W10400LDMV-30K,"114 Watts"
TF-RRSFR96L,TF-RRSFR96L-E114W10400LDMV-35K,"114 Watts"
TF-RRSFR96L,TF-RRSFR96L-E114W10400LDMV-40K,"114 Watts"
TF-RRSFR96L,TF-RRSFR96L-E114W10400LDMV-50K,"114 Watts"
TF-RRSFR48L,TF-RRSFR48L-E28W2700LDMV-30K,"28 Watts"
TF-RRSFR48L,TF-RRSFR48L-E28W2700LDMV-35K,"28 Watts"
TF-RRSFR48L,TF-RRSFR48L-E28W2700LDMV-40K,"28 Watts"
TF-RRSFR48L,TF-RRSFR48L-E28W2700LDMV-50K,"28 Watts"
TF-RRSFR48L,TF-RRSFR48L-E48W4600LDMV-30K,"48 Watts"
TF-RRSFR48L,TF-RRSFR48L-E48W4600LDMV-35K,"48 Watts"
TF-RRSFR48L,TF-RRSFR48L-E48W4600LDMV-40K,"48 Watts"
TF-RRSFR48L,TF-RRSFR48L-E48W4600LDMV-50K,"48 Watts"
TF-RRSFR48L,TF-RRSFR48L-E57W5400LDMV-30K,"57 Watts"
TF-RRSFR48L,TF-RRSFR48L-E57W5400LDMV-35K,"57 Watts"
TF-RRSFR48L,TF-RRSFR48L-E57W5400LDMV-40K,"57 Watts"
TF-RRSFR48L,TF-RRSFR48L-E57W5400LDMV-50K,"57 Watts"
TF-CITACL24L,TF-CITACL24L-V80W8000LDMV-30K,"80 Watts"
TF-CITACL24L,TF-CITACL24L-V80W8000LDMV-35K,"80 Watts"
TF-CITACL24L,TF-CITACL24L-V80W8000LDMV-40K,"80 Watts"
TF-CITACL24L,TF-CITACL24L-V80W8000LDMV-50K,"80 Watts"
TF-CITACL24L,TF-CITACL24L-V100W10000LDMV-30K,"100 Watts"
TF-CITACL24L,TF-CITACL24L-V100W10000LDMV-35K,"100 Watts"
TF-CITACL24L,TF-CITACL24L-V100W10000LDMV-40K,"100 Watts"
TF-CITACL24L,TF-CITACL24L-V100W10000LDMV-50K,"100 Watts"
TF-CITACL24L,TF-CITACL24L-V140W14000LDMV-30K,"140 Watts"
TF-CITACL24L,TF-CITACL24L-V140W14000LDMV-35K,"140 Watts"
TF-CITACL24L,TF-CITACL24L-V140W14000LDMV-40K,"140 Watts"
TF-CITACL24L,TF-CITACL24L-V140W14000LDMV-50K,"140 Watts"
TF-CITACL48L,TF-CITACL48L-V80W9700LDMV-30K,"80 Watts"
TF-CITACL48L,TF-CITACL48L-V80W9700LDMV-35K,"80 Watts"
TF-CITACL48L,TF-CITACL48L-V80W9700LDMV-40K,"80 Watts"
TF-CITACL48L,TF-CITACL48L-V80W9700LDMV-50K,"80 Watts"
TF-CITACL48L,TF-CITACL48L-A120W15500LDMV-30K,"120 Watts"
TF-CITACL48L,TF-CITACL48L-A120W15500LDMV-35K,"120 Watts"
TF-CITACL48L,TF-CITACL48L-A120W15500LDMV-40K,"120 Watts"
TF-CITACL48L,TF-CITACL48L-A120W15500LDMV-50K,"120 Watts"
TF-CITACL48L,TF-CITACL48L-A140W18000LDMV-30K,"140 Watts"
TF-CITACL48L,TF-CITACL48L-A140W18000LDMV-35K,"140 Watts"
TF-CITACL48L,TF-CITACL48L-A140W18000LDMV-40K,"140 Watts"
TF-CITACL48L,TF-CITACL48L-A140W18000LDMV-50K,"140 Watts"
TF-CITACL48L,TF-CITACL48L-A150W19500LDMV-30K,"150 Watts"
TF-CITACL48L,TF-CITACL48L-A150W19500LDMV-35K,"150 Watts"
TF-CITACL48L,TF-CITACL48L-A150W19500LDMV-40K,"150 Watts"
TF-CITACL48L,TF-CITACL48L-A150W19500LDMV-50K,"150 Watts"
TF-CITACL48L,TF-CITACL48L-A180W23200LDMV-30K,"180 Watts"
TF-CITACL48L,TF-CITACL48L-A180W23200LDMV-35K,"180 Watts"
TF-CITACL48L,TF-CITACL48L-A180W23200LDMV-40K,"180 Watts"
TF-CITACL48L,TF-CITACL48L-A180W23200LDMV-50K,"180 Watts"
TF-HBC,TF-HBC-48LS61W7040LW30DMV-30K,"61 Watts"
TF-HBC,TF-HBC-48LS61W7040LW30DMV-35K,"61 Watts"
TF-HBC,TF-HBC-48LS61W7040LW30DMV-40K,"61 Watts"
TF-HBC,TF-HBC-48LS61W7040LW30DMV-50K,"61 Watts"
TF-HBC,TF-HBC-48LF97W11900LW30DMV-30K,"97 Watts"
TF-HBC,TF-HBC-48LF97W11900LW30DMV-35K,"97 Watts"
TF-HBC,TF-HBC-48LF97W11900LW30DMV-40K,"97 Watts"
TF-HBC,TF-HBC-48LF97W11900LW30DMV-50K,"97 Watts"
TF-HBC,TF-HBC-48LH118W13500LW30DMV-30K,"118 Watts"
TF-HBC,TF-HBC-48LH118W13500LW30DMV-35K,"118 Watts"
TF-HBC,TF-HBC-48LH118W13500LW30DMV-40K,"118 Watts"
TF-HBC,TF-HBC-48LH118W13500LW30DMV-50K,"118 Watts"
TF-HBC48L,TF-HBC48L-N127W18000LA10DMV-30K,"127 Watts"
TF-HBC48L,TF-HBC48L-N127W18000LA10DMV-35K,"127 Watts"
TF-HBC48L,TF-HBC48L-N127W18000LA10DMV-40K,"127 Watts"
TF-HBC48L,TF-HBC48L-N127W18000LA10DMV-50K,"127 Watts"
TF-HBC48L,TF-HBC48L-N162W24000LA10DMV-30K,"162 Watts"
TF-HBC48L,TF-HBC48L-N162W24000LA10DMV-35K,"162 Watts"
TF-HBC48L,TF-HBC48L-N162W24000LA10DMV-40K,"162 Watts"
TF-HBC48L,TF-HBC48L-N162W24000LA10DMV-50K,"162 Watts"
TF-HBC48L,TF-HBC48L-N216W30000LA10DMV-30K,"216 Watts"
TF-HBC48L,TF-HBC48L-N216W30000LA10DMV-35K,"216 Watts"
TF-HBC48L,TF-HBC48L-N216W30000LA10DMV-40K,"216 Watts"
TF-HBC48L,TF-HBC48L-N216W30000LA10DMV-50K,"216 Watts"
TF-HBC48L,TF-HBC48L-N272W36000LA10DMV-30K,"272 Watts"
TF-HBC48L,TF-HBC48L-N272W36000LA10DMV-35K,"272 Watts"
TF-HBC48L,TF-HBC48L-N272W36000LA10DMV-40K,"272 Watts"
TF-HBC48L,TF-HBC48L-N272W36000LA10DMV-50K,"272 Watts"
DG-TV3C3,DG-TV3C3-4X15U41KZ-SSB,"60 Watts"
DG-TV3C3,DG-TV3C3-4X15U41KZ-KN,"60 Watts"
DG-TV3C3,DG-TV3C3-4X15U41KZ-SSF,"60 Watts"
DG-TV3C3,DG-TV3C3-4X20U41KZ-SSB,"80 Watts"
DG-TV3C3,DG-TV3C3-4X20U41KZ-KN,"80 Watts"
DG-TV3C3,DG-TV3C3-4X20U41KZ-SSF,"80 Watts"
TF-ITB96L,TF-ITB96L-T48W6300LDMV-30K,"48 Watts"
TF-ITB96L,TF-ITB96L-T48W6300LDMV-35K,"48 Watts"
TF-ITB96L,TF-ITB96L-T48W6300LDMV-40K,"48 Watts"
TF-ITB96L,TF-ITB96L-T48W6300LDMV-50K,"48 Watts"
TF-ITB96L,TF-ITB96L-T85W11000LDMV-30K,"85 Watts"
TF-ITB96L,TF-ITB96L-T85W11000LDMV-35K,"85 Watts"
TF-ITB96L,TF-ITB96L-T85W11000LDMV-40K,"85 Watts"
TF-ITB96L,TF-ITB96L-T85W11000LDMV-50K,"85 Watts"
TF-SCB24L,TF-SCB24L-S46W4000LDMV-30K,"46 Watts"
TF-SCB24L,TF-SCB24L-S46W4000LDMV-35K,"46 Watts"
TF-SCB24L,TF-SCB24L-S46W4000LDMV-40K,"46 Watts"
TF-SCB24L,TF-SCB24L-S46W4000LDMV-50K,"46 Watts"
TF-SCB24L,TF-SCB24L-S57W4800LDMV-30K,"57 Watts"
TF-SCB24L,TF-SCB24L-S57W4800LDMV-35K,"57 Watts"
TF-SCB24L,TF-SCB24L-S57W4800LDMV-40K,"57 Watts"
TF-SCB24L,TF-SCB24L-S57W4800LDMV-50K,"57 Watts"
TF-SCB14L,TF-SCB14L-S37W3300LDMV-30K,"37 Watts"
TF-SCB14L,TF-SCB14L-S37W3300LDMV-35K,"37 Watts"
TF-SCB14L,TF-SCB14L-S37W3300LDMV-40K,"37 Watts"
TF-SCB14L,TF-SCB14L-S37W3300LDMV-50K,"37 Watts"
TF-SCB14L,TF-SCB14L-S57W4700LDMV-30K,"57 Watts"
TF-SCB14L,TF-SCB14L-S57W4700LDMV-35K,"57 Watts"
TF-SCB14L,TF-SCB14L-S57W4700LDMV-40K,"57 Watts"
TF-SCB14L,TF-SCB14L-S57W4700LDMV-50K,"57 Watts"
TF-SCB22L,TF-SCB22L-S22W2200LDMV-30K,"22 Watts"
TF-SCB22L,TF-SCB22L-S22W2200LDMV-35K,"22 Watts"
TF-SCB22L,TF-SCB22L-S22W2200LDMV-40K,"22 Watts"
TF-SCB22L,TF-SCB22L-S22W2200LDMV-50K,"22 Watts"
TF-SCB22L,TF-SCB22L-S30W3000LDMV-30K,"30 Watts"
TF-SCB22L,TF-SCB22L-S30W3000LDMV-35K,"30 Watts"
TF-SCB22L,TF-SCB22L-S30W3000LDMV-40K,"30 Watts"
TF-SCB22L,TF-SCB22L-S30W3000LDMV-50K,"30 Watts"
TF-CBF24L,TF-CBF24L-F35W4500LDMV-30K,"35 Watts"
TF-CBF24L,TF-CBF24L-F35W4500LDMV-35K,"35 Watts"
TF-CBF24L,TF-CBF24LF35W4500LDMV-40K,"35 Watts"
TF-CBF24L,TF-CBF24L-F35W4500LDMV-50K,"35 Watts"
TF-CBF24L,TF-CBF24L-F48W6200LDMV-30K,"48 Watts"
TF-CBF24L,TF-CBF24L-F48W6200LDMV-35K,"48 Watts"
TF-CBF24L,TF-CBF24L-F48W6200LDMV-40K,"48 Watts"
TF-CBF24L,TF-CBF24L-F48W6200LDMV-50K,"48 Watts"
TF-CBF24L,TF-CBF24L-F57W7200LDMV-30K,"57 Watts"
TF-CBF24L,TF-CBF24L-F57W7200LDMV-35K,"57 Watts"
TF-CBF24L,TF-CBF24L-F57W7200LDMV-40K,"57 Watts"
TF-CBF24L,TF-CBF24L-F57W7200LDMV-50K,"57 Watts"
TF-CBF22L,TF-CBF22L-F28W3200LDMV-30K,"28 Watts"
TF-CBF22L,TF-CBF22L-F28W3200LDMV-35K,"28 Watts"
TF-CBF22L,TF-CBF22L-F28W3200LDMV-40K,"28 Watts"
TF-CBF22L,TF-CBF22L-F28W3200LDMV-50K,"28 Watts"
TF-CBF22L,TF-CBF22L-F35W4200LDMV-30K,"35 Watts"
TF-CBF22L,TF-CBF22L-F35W4200LDMV-35K,"35 Watts"
TF-CBF22L,TF-CBF22L-F35W4200LDMV-40K,"35 Watts"
TF-CBF22L,TF-CBF22L-F35W4200LDMV-50K,"35 Watts"
TF-CBF22L,TF-CBF22L-F45W5100LDMV-30K,"45 Watts"
TF-CBF22L,TF-CBF22L-F45W5100LDMV-35K,"45 Watts"
TF-CBF22L,TF-CBF22L-F45W5100LDMV-40K,"45 Watts"
TF-CBF22L,TF-CBF22L-F45W5100LDMV-50K,"45 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-24W-27K,"24 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-24W-30K,"24 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-24W-35K,"24 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-24W-40K,"24 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-24W-45K,"24 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-24W-50K,"24 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-24W-57K,"24 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-48W-27K,"48 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-48W-30K,"48 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-48W-35K,"48 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-48W-40K,"48 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-48W-45K,"48 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-48W-50K,"48 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-48W-57K,"48 Watts"
DG-HB30C3,DG-HB30C3-6X20-U-5K-GW,120W
DG-HB30C3,DG-HB30C3-6X20-U-5K-CW,120W
DG-HB30C3,DG-HB30C3-6X20-U-5K-DW,120W
DG-HB30C3,DG-HB30C3-6X20-U-5K-BW,120W
DG-HB30C3,DG-HB30C3-6X20-U-5K-NW,120W
DG-HB30C3,DG-HB30C3-6X20-H-5K-GW,120W
DG-HB30C3,DG-HB30C3-6X20-H-5K-CW,120W
DG-HB30C3,DG-HB30C3-6X20-H-5K-DW,120W
DG-HB30C3,DG-HB30C3-6X20-H-5K-BW,120W
DG-HB30C3,DG-HB30C3-6X20-H-5K-NW,120W
DG-HB30C3,DG-HB30C3-10X20-U-5K-GW,200W
DG-HB30C3,DG-HB30C3-10X20-U-5K-CW,200W
DG-HB30C3,DG-HB30C3-10X20-U-5K-DW,200W
DG-HB30C3,DG-HB30C3-10X20-U-5K-BW,200W
DG-HB30C3,DG-HB30C3-10X20-U-5K-NW,200W
DG-HB30C3,DG-HB30C3-10X20-H-5K-GW,200W
DG-HB30C3,DG-HB30C3-10X20-H-5K-CW,200W
DG-HB30C3,DG-HB30C3-10X20-H-5K-DW,200W
DG-HB30C3,DG-HB30C3-10X20-H-5K-BW,200W
DG-HB30C3,DG-HB30C3-10X20-H-5K-NW,200W
JI-ZY-P7,JI-ZY-P7-40W-35K,"40 Watts"
JI-ZY-P7,JI-ZY-P7-40W-40K,"40 Watts"
JI-ZY-P7,JI-ZY-P7-40W-50K,"40 Watts"
JI-ZY-P7,JI-ZY-P7-50W-35K,"50 Watts"
JI-ZY-P7,JI-ZY-P7-50W-40K,"50 Watts"
JI-ZY-P7,JI-ZY-P7-50W-50K,"50 Watts"
JI-ZY-T8,JI-ZY-T8-12W1200-40K,"12 Watts"
JI-ZY-T8,JI-ZY-T8-12W1200-50K,"12 Watts"
JI-ZY-T8,JI-ZY-T8-15W1200-40K,"15 Watts"
JI-ZY-T8,JI-ZY-T8-15W1200-50K,"15 Watts"
JI-ZY-T8,JI-ZY-T8-18W1200-40K,"18 Watts"
JI-ZY-T8,JI-ZY-T8-18W1200-50K,"18 Watts"
JI-ZY-T4,JI-ZY-T4-25W-XDZ-30K,"25 Watts"
JI-ZY-T4,JI-ZY-T4-25W-XDZ-40K,"25 Watts"
JI-ZY-T4,JI-ZY-T4-25W-XDZ-50K,"25 Watts"
JI-ZY-T4,JI-ZY-T4-36W-XDZ-30K,"36 Watts"
JI-ZY-T4,JI-ZY-T4-36W-XDZ-40K,"36 Watts"
JI-ZY-T4,JI-ZY-T4-36W-XDZ-50K,"36 Watts"
JI-ZY-T7,JI-ZY-T7-25W-XDZ-3000K,"25 Watts"
JI-ZY-T7,JI-ZY-T7-25W-XDZ-4000K,"25 Watts"
JI-ZY-T7,JI-ZY-T7-25W-XDZ-5000K,"25 Watts"
JI-ZY-T7,JI-ZY-T7-36W-XDZ-3000K,"36 Watts"
JI-ZY-T7,JI-ZY-T7-36W-XDZ-4000K,"36 Watts"
JI-ZY-T7,JI-ZY-T7-36W-XDZ-5000K,"36 Watts"
JI-ZY-T7,JI-ZY-T7-50W-XDZ-3000K,"50 Watts"
JI-ZY-T7,JI-ZY-T7-50W-XDZ-4000K,"50 Watts"
JI-ZY-T7,JI-ZY-T7-50W-XDZ-5000K,"50 Watts"
JI-ZY-R7,JI-ZY-R7-25W-30K,"25 Watts"
JI-ZY-R7,JI-ZY-R7-25W-40K,"25 Watts"
JI-ZY-R7,JI-ZY-R7-25W-50K,"25 Watts"
JI-ZY-R7,JI-ZY-R7-36W-30K,"36 Watts"
JI-ZY-R7,JI-ZY-R7-36W-40K,"36 Watts"
JI-ZY-R7,JI-ZY-R7-36W-50K,"36 Watts"
JI-ZY-R7,JI-ZY-R7-50W-30K,"50 Watts"
JI-ZY-R7,JI-ZY-R7-50W-40K,"50 Watts"
JI-ZY-R7,JI-ZY-R7-50W-50K,"50 Watts"
HU-S22,HU-S22-15W-30,"15 Watts"
HU-S22,HU-S22-15W-40,"15 Watts"
HU-S22,HU-S22-15W-50,"15 Watts"
HU-S22,HU-S22-20W-30,"20 Watts"
HU-S22,HU-S22-20W-40,"20 Watts"
HU-S22,HU-S22-20W-50,"20 Watts"
HU-S44,HU-S44-252-30,"25 Watts"
HU-S44,HU-S44-252-40,"25 Watts"
HU-S44,HU-S44-252-50,"25 Watts"
HU-S44,HU-S44-402-30,"41 Watts"
HU-S44,HU-S44-402-40,"41 Watts"
HU-S44,HU-S44-402-50,"41 Watts"
RP-8130HIC-DM7,RP-8130HIC-DM7-18,18W
RP-8130HIC-DM7,RP-8130HIC-DM7-26,26W
RP-8140H-DM7,RP-8140H-DM7-218,2x18W
RP-8140H-DM7,RP-8140H-DM7-226,2x26W
RP-8140H-DM7,RP-8140H-DM7-242,2x42W
RP-8116HIC,RP-8116HIC-15,"15 Watts"
RP-8116HIC,RP-8116HIC-20,"23 Watts"
RP-8571HZ,RP-8571HZ-15-3K,"15 Watts"
RP-8571HZ,RP-8571HZ-15-4K,"15 Watts"
RP-8571HZ,RP-8571HZ-20-3K,"20 Watts"
RP-8571HZ,RP-8571HZ-20-4K,"20 Watts"
RP-8572WH,RP-8572WH-15-3K,"15 Watts"
RP-8572WH,RP-8572WH-20-3K,"20 Watts"
RP-8163H,RP-8163H-50-30K,"50 Watts"
RP-8163H,RP-8163H-50-40K,"50 Watts"
RP-8163H,RP-8163H-60-30K,"60 Watts"
RP-8163H,RP-8163H-60-40K,"60 Watts"
RP-8163H,RP-8163H-70-30K,"70 Watts"
RP-8163H,RP-8163H-70-40K,"70 Watts"
RP-8163H,RP-8163H-90-30K,"90 Watts"
RP-8163H,RP-8163H-90-40K,"90 Watts"
TF-44RFSF48L,TF-44RFSF48L-R24W2400LDMV-30KWH,"24 Watts"
TF-44RFSF48L,TF-44RFSF48L-R24W2400LDMV-35KWH,"24 Watts"
TF-44RFSF48L,TF-44RFSF48L-R24W2400LDMV-40KWH,"24 Watts"
TF-44RFSF48L,TF-44RFSF48L-R24W2400LDMV-50KWH,"24 Watts"
TF-44RFSF48L,TF-44RFSF48L-R48W4800LDMV-30KWH,"48 Watts"
TF-44RFSF48L,TF-44RFSF48L-R48W4800LDMV-35KWH,"48 Watts"
TF-44RFSF48L,TF-44RFSF48L-R48W4800LDMV-40KWH,"48 Watts"
TF-44RFSF48L,TF-44RFSF48L-R48W4800LDMV-50KWH,"48 Watts"
LT-STS-2370,LT-STS-2370-15W-2700K-15-Juno-WH,"15 Watts"
LT-STS-2370,LT-STS-2370-15W-2700K-15-Juno-BK,"15 Watts"
LT-STS-2370,LT-STS-2370-15W-2700K-15-Halo-WH,"15 Watts"
