parent_sku,child_sku,color_tempartore,Wattage_Options
AEL-LCS4,AEL-LCS4-35-SMM,3500K,"86 Watts"
AEL-LCS4,AEL-LCS4-40-SLM,4000K,"33 Watts"
AEL-LCS4,AEL-LCS4-40-MLM,4000K,"57 Watts"
AEL-LCS4,AEL-LCS4-40-HLM,4000K,"80 Watts"
AEL-LCS4,AEL-LCS4-40-SMM,4000K,"86 Watts"
AEL-LCS4,AEL-LCS4-50-SLM,5000K,"33 Watts"
AEL-LCS4,AEL-LCS4-50-MLM,5000K,"57 Watts"
AEL-LCS4,AEL-LCS4-50-HLM,5000K,"80 Watts"
AEL-LCS4,AEL-LCS4-50-SMM,5000K,"86 Watts"
AEL-LMWHB,AEL-LMWHB-30-SCM,3000K,"67 Watts"
AEL-LMWHB,AEL-LMWHB-30-MCM,3000K,"83 Watts"
AEL-LMWHB,AEL-LMWHB-30-HCM,3000K,"117 Watts"
AEL-LMWHB,AEL-LMWHB-35-SCM,3500K,"67 Watts"
AEL-LMWHB,AEL-LMWHB-35-MCM,3500K,"83 Watts"
AEL-LMWHB,AEL-LMWHB-35-HCM,3500K,"117 Watts"
AEL-LMWHB,AEL-LMWHB-40-SCM,4000K,"67 Watts"
AEL-LMWHB,AEL-LMWHB-40-MCM,4000K,"83 Watts"
AEL-LMWHB,AEL-LMWHB-40-HCM,4000K,"117 Watts"
AEL-LMWHB,AEL-LMWHB-50-SCM,5000K,"67 Watts"
AEL-LMWHB,AEL-LMWHB-50-MCM,5000K,"83 Watts"
AEL-LMWHB,AEL-LMWHB-50-HCM,5000K,"117 Watts"
AEL-LUFOHBRS,AEL-LUFOHBRS-14-4K,4000K,"102 Watts"
AEL-LUFOHBRS,AEL-LUFOHBRS-14-5K,5000K,"102 Watts"
AEL-LUFOHBRS,AEL-LUFOHBRS-21-4K,4000K,"151 Watts"
AEL-LUFOHBRS,AEL-LUFOHBRS-21-5K,5000K,"151 Watts"
DG-HLV1AVQ,DG-HLV1AVQ22-U-4K-CP,4000K,"22 Watts"
DG-HLV1AVQ,DG-HLV1AVQ22-U-4K-LP,4000K,"22 Watts"
DG-HLV1AVQ,DG-HLV1AVQ22-U-5K-CP,5000K,"22 Watts"
DG-HLV1AVQ,DG-HLV1AVQ22-U-5K-LP,5000K,"22 Watts"
DG-HLV1AVQ,DG-HLV1AVQ37-U-4K-CP,4000K,"37 Watts"
DG-HLV1AVQ,DG-HLV1AVQ37-U-4K-LP,4000K,"37 Watts"
DG-HLV1AVQ,DG-HLV1AVQ37-U-5K-CP,5000K,"37 Watts"
DG-HLV1AVQ,DG-HLV1AVQ37-U-5K-LP,5000K,"37 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F22-U-4K-C-P,4000K,"22 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F22-U-4K-L-P,4000K,"22 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F22-U-5K-C-P,5000K,"22 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F22-U-5K-L-P,5000K,"22 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F37-U-4K-C-P,4000K,"37 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F37-U-4K-L-P,4000K,"37 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F37-U-5K-C-P,5000K,"37 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F37-U-5K-L-P,5000K,"37 Watts"
AEL-LVTP8,AEL-LVTP8-30-SLM,3000K,"33 Watts"
AEL-LVTP8,AEL-LVTP8-30-MLM,3000K,"57 Watts"
AEL-LVTP8,AEL-LVTP8-30-HLM,3000K,"80 Watts"
AEL-LVTP8,AEL-LVTP8-30-SMM,3000K,"86 Watts"
AEL-LVTP8,AEL-LVTP8-30-MMM,3000K,"93 Watts"
AEL-LVTP8,AEL-LVTP8-30-HMM,3000K,"112 Watts"
AEL-LVTP8,AEL-LVTP8-30-SHM,3000K,"118 Watts"
AEL-LVTP8,AEL-LVTP8-30-MHM,3000K,"143 Watts"
AEL-LVTP8,AEL-LVTP8-30-HHM,3000K,"17 Watts"
AEL-LVTP8,AEL-LVTP8-35-SLM,3500K,"33 Watts"
AEL-LVTP8,AEL-LVTP8-35-MLM,3500K,"57 Watts"
AEL-LVTP8,AEL-LVTP8-35-HLM,3500K,"80 Watts"
AEL-LVTP8,AEL-LVTP8-35-SMM,3500K,"86 Watts"
AEL-LVTP8,AEL-LVTP8-35-MMM,3500K,"93 Watts"
AEL-LVTP8,AEL-LVTP8-35-HMM,3500K,"112 Watts"
AEL-LVTP8,AEL-LVTP8-35-SHM,3500K,"118 Watts"
AEL-LVTP8,AEL-LVTP8-35-MHM,3500K,"143 Watts"
AEL-LVTP8,AEL-LVTP8-35-HHM,3500K,"17 Watts"
AEL-LVTP8,AEL-LVTP8-40-SLM,4000K,"33 Watts"
AEL-LVTP8,AEL-LVTP8-40-MLM,4000K,"57 Watts"
AEL-LVTP8,AEL-LVTP8-40-HLM,4000K,"80 Watts"
AEL-LVTP8,AEL-LVTP8-40-SMM,4000K,"86 Watts"
AEL-LVTP8,AEL-LVTP8-40-MMM,4000K,"93 Watts"
AEL-LVTP8,AEL-LVTP8-40-HMM,4000K,"112 Watts"
AEL-LVTP8,AEL-LVTP8-40-SHM,4000K,"118 Watts"
AEL-LVTP8,AEL-LVTP8-40-MHM,4000K,"143 Watts"
AEL-LVTP8,AEL-LVTP8-40-HHM,4000K,"17 Watts"
AEL-LVTP8,AEL-LVTP8-45-SLM,4500K,"33 Watts"
AEL-LVTP8,AEL-LVTP8-45-MLM,4500K,"57 Watts"
AEL-LVTP8,AEL-LVTP8-45-HLM,4500K,"80 Watts"
AEL-LVTP8,AEL-LVTP8-45-SMM,4500K,"86 Watts"
AEL-LVTP8,AEL-LVTP8-45-MMM,4500K,"93 Watts"
AEL-LVTP8,AEL-LVTP8-45-HMM,4500K,"112 Watts"
AEL-LVTP8,AEL-LVTP8-45-SHM,4500K,"118 Watts"
AEL-LVTP8,AEL-LVTP8-45-MHM,4500K,"143 Watts"
AEL-LVTP8,AEL-LVTP8-45-HHM,4500K,"17 Watts"
AEL-LHBE,AEL-LHBE-100-735,3500K,"99 Watts"
AEL-LHBE,AEL-LHBE-100-740,4000K,"99 Watts"
AEL-LHBE,AEL-LHBE-100-750,5000K,"99 Watts"
AEL-LHBE,AEL-LHBE-150-735,3500K,"144 Watts"
AEL-LHBE,AEL-LHBE-150-740,4000K,"144 Watts"
AEL-LHBE,AEL-LHBE-150-750,5000K,"144 Watts"
AEL-LHBE,AEL-LHBE-200-735,3500K,"206 Watts"
AEL-LHBE,AEL-LHBE-200-740,4000K,"206 Watts"
AEL-LHBE,AEL-LHBE-200-750,5000K,"206 Watts"
AEL-LBSL8,AEL-LBSL8-30-MLM,3000K,"57 Watts"
AEL-LBSL8,AEL-LBSL8-30-HLM,3000K,"80 Watts"
AEL-LBSL8,AEL-LBSL8-35-MLM,3500K,"57 Watts"
AEL-LBSL8,AEL-LBSL8-35-HLM,3500K,"80 Watts"
AEL-LBSL8,AEL-LBSL8-40-MLM,4000K,"57 Watts"
AEL-LBSL8,AEL-LBSL8-40-HLM,4000K,"80 Watts"
AEL-LBSL8,AEL-LBSL8-50-MLM,5000K,"57 Watts"
AEL-LBSL8,AEL-LBSL8-50-HLM,5000K,"80 Watts"
AEL-LBSL4,AEL-LBSL4-30-SLM,3000K,"33 Watts"
AEL-LBSL4,AEL-LBSL4-30-MLM,3000K,"57 Watts"
AEL-LBSL4,AEL-LBSL4-35-SLM,3500K,"33 Watts"
AEL-LBSL4,AEL-LBSL4-35-MLM,3500K,"57 Watts"
AEL-LBSL4,AEL-LBSL4-40-SLM,4000K,"33 Watts"
AEL-LBSL4,AEL-LBSL4-40-MLM,4000K,"57 Watts"
AEL-LBSL4,AEL-LBSL4-50-SLM,5000K,"33 Watts"
AEL-LBSL4,AEL-LBSL4-50-MLM,5000K,"57 Watts"
AEL-LRHB4,AEL-LRHB4-30-SAM,3000K,"60 Watts"
AEL-LRHB4,AEL-LRHB4-30-MAM,3000K,"118 Watts"
AEL-LRHB4,AEL-LRHB4-30-HAM,3000K,"153 Watts"
AEL-LRHB4,AEL-LRHB4-35-SAM,3500K,"60 Watts"
AEL-LRHB4,AEL-LRHB4-35-MAM,3500K,"118 Watts"
AEL-LRHB4,AEL-LRHB4-35-HAM,3500K,"153 Watts"
AEL-LRHB4,AEL-LRHB4-40-SAM,4000K,"60 Watts"
AEL-LRHB4,AEL-LRHB4-40-MAM,4000K,"118 Watts"
AEL-LRHB4,AEL-LRHB4-40-HAM,4000K,"153 Watts"
AEL-LRHB4,AEL-LRHB4-50-SAM,5000K,"60 Watts"
AEL-LRHB4,AEL-LRHB4-50-MAM,5000K,"118 Watts"
AEL-LRHB4,AEL-LRHB4-50-HAM,5000K,"153 Watts"
AEL-LRHB2,AEL-LRHB2-30-SAM,3000K,"60 Watts"
AEL-LRHB2,AEL-LRHB2-30-MAM,3000K,"118 Watts"
AEL-LRHB2,AEL-LRHB2-30-HAM,3000K,"153 Watts"
AEL-LRHB2,AEL-LRHB2-35-SAM,3500K,"60 Watts"
AEL-LRHB2,AEL-LRHB2-35-MAM,3500K,"118 Watts"
AEL-LRHB2,AEL-LRHB2-35-HAM,3500K,"153 Watts"
AEL-LRHB2,AEL-LRHB2-40-SAM,4000K,"60 Watts"
AEL-LRHB2,AEL-LRHB2-40-MAM,4000K,"118 Watts"
AEL-LRHB2,AEL-LRHB2-40-HAM,4000K,"153 Watts"
AEL-LRHB2,AEL-LRHB2-50-SAM,5000K,"60 Watts"
AEL-LRHB2,AEL-LRHB2-50-MAM,5000K,"118 Watts"
AEL-LRHB2,AEL-LRHB2-50-HAM,5000K,"153 Watts"
AEL-LFHB,AEL-LFHB-30-SMDL12,3000K,"91 Watts"
AEL-LFHB,AEL-LFHB-30-SMDL14,3000K,"107 Watts"
AEL-LFHB,AEL-LFHB-30-SMDL18,3000K,"137 Watts"
AEL-LFHB,AEL-LFHB-30-HMDL24,3000K,"183 Watts"
AEL-LFHB,AEL-LFHB-30-HMDL30,3000K,"220 Watts"
AEL-LFHB,AEL-LFHB-30-HMDL36,3000K,"273 Watts"
AEL-LFHB,AEL-LFHB-35-SMDL12,3500K,"91 Watts"
AEL-LFHB,AEL-LFHB-35-SMDL14,3500K,"107 Watts"
AEL-LFHB,AEL-LFHB-35-SMDL18,3500K,"137 Watts"
AEL-LFHB,AEL-LFHB-35-HMDL24,3500K,"183 Watts"
AEL-LFHB,AEL-LFHB-35-HMDL30,3500K,"220 Watts"
AEL-LFHB,AEL-LFHB-35-HMDL36,3500K,"273 Watts"
AEL-LFHB,AEL-LFHB-40-SMDL12,4000K,"91 Watts"
AEL-LFHB,AEL-LFHB-40-SMDL14,4000K,"107 Watts"
AEL-LFHB,AEL-LFHB-40-SMDL18,4000K,"137 Watts"
AEL-LFHB,AEL-LFHB-40-HMDL24,4000K,"183 Watts"
AEL-LFHB,AEL-LFHB-40-HMDL30,4000K,"220 Watts"
AEL-LFHB,AEL-LFHB-40-HMDL36,4000K,"273 Watts"
AEL-LFHB,AEL-LFHB-50-SMDL12,5000K,"91 Watts"
AEL-LFHB,AEL-LFHB-50-SMDL14,5000K,"107 Watts"
AEL-LFHB,AEL-LFHB-50-SMDL18,5000K,"137 Watts"
AEL-LFHB,AEL-LFHB-50-HMDL24,5000K,"183 Watts"
AEL-LFHB,AEL-LFHB-50-HMDL30,5000K,"220 Watts"
AEL-LFHB,AEL-LFHB-50-HMDL36,5000K,"273 Watts"
AEL-LFHB,AEL-LFHB-57-SMDL12,5700K,"91 Watts"
AEL-LFHB,AEL-LFHB-57-SMDL14,5700K,"107 Watts"
AEL-LFHB,AEL-LFHB-57-SMDL18,5700K,"137 Watts"
AEL-LFHB,AEL-LFHB-57-HMDL24,5700K,"183 Watts"
AEL-LFHB,AEL-LFHB-57-HMDL30,5700K,"220 Watts"
AEL-LFHB,AEL-LFHB-57-HMDL36,5700K,"273 Watts"
AEL-LHBA4,AEL-LHBA4-L-27M,2700K,"267 Watts"
AEL-LHBA4,AEL-LHBA4-L-30M,3000K,"267 Watts"
AEL-LHBA4,AEL-LHBA4-L-35M,3500K,"267 Watts"
AEL-LHBA4,AEL-LHBA4-L-40M,4000K,"267 Watts"
AEL-LHBA4,AEL-LHBA4-L-50M,5000K,"267 Watts"
AEL-LHBA4,AEL-LHBA4-M-27M,2700K,"320 Watts"
AEL-LHBA4,AEL-LHBA4-M-30M,3000K,"320 Watts"
AEL-LHBA4,AEL-LHBA4-M-35M,3500K,"320 Watts"
AEL-LHBA4,AEL-LHBA4-M-40M,4000K,"320 Watts"
AEL-LHBA4,AEL-LHBA4-M-50M,5000K,"320 Watts"
AEL-LHBA,AEL-LHBA-2-27M,2700K,"87 Watts"
AEL-LHBA,AEL-LHBA-2-30M,3000K,"87 Watts"
AEL-LHBA,AEL-LHBA-2-35M,3500K,"87 Watts"
AEL-LHBA,AEL-LHBA-2-40M,4000K,"87 Watts"
AEL-LHBA,AEL-LHBA-2-50M,5000K,"87 Watts"
AEL-LHBA,AEL-LHBA-2M-27M,2700K,"132 Watts"
AEL-LHBA,AEL-LHBA-2M-30M,3000K,"132 Watts"
AEL-LHBA,AEL-LHBA-2M-35M,3500K,"132 Watts"
AEL-LHBA,AEL-LHBA-2M-40M,4000K,"132 Watts"
AEL-LHBA,AEL-LHBA-2M-50M,5000K,"132 Watts"
AEL-LHBA,AEL-LHBA-2H-27M,2700K,"180 Watts"
AEL-LHBA,AEL-LHBA-2H-30M,3000K,"180 Watts"
AEL-LHBA,AEL-LHBA-2H-35M,3500K,"180 Watts"
AEL-LHBA,AEL-LHBA-2H-40M,4000K,"180 Watts"
AEL-LHBA,AEL-LHBA-2H-50M,5000K,"180 Watts"
AEL-LELV2,AEL-LELV2-30-SLM,3000K,"33 Watts"
AEL-LELV2,AEL-LELV2-30-MLM,3000K,"57 Watts"
AEL-LELV2,AEL-LELV2-30-HLM,3000K,"80 Watts"
AEL-LELV2,AEL-LELV2-35-SLM,3500K,"33 Watts"
AEL-LELV2,AEL-LELV2-35-MLM,3500K,"57 Watts"
AEL-LELV2,AEL-LELV2-35-HLM,3500K,"80 Watts"
AEL-LELV2,AEL-LELV2-40-SLM,4000K,"33 Watts"
AEL-LELV2,AEL-LELV2-40-MLM,4000K,"57 Watts"
AEL-LELV2,AEL-LELV2-40-HLM,4000K,"80 Watts"
AEL-LELV2,AEL-LELV2-50-SLM,5000K,"33 Watts"
AEL-LELV2,AEL-LELV2-50-MLM,5000K,"57 Watts"
AEL-LELV2,AEL-LELV2-50-HLM,5000K,"80 Watts"
AEL-LELL4,AEL-LELL4-30-SLM,3000K,"33 Watts"
AEL-LELL4,AEL-LELL4-30-MLM,3000K,"57 Watts"
AEL-LELL4,AEL-LELL4-30-HLM,3000K,"80 Watts"
AEL-LELL4,AEL-LELL4-30-SMM,3000K,"86 Watts"
AEL-LELL4,AEL-LELL4-30-MMM,3000K,"93 Watts"
AEL-LELL4,AEL-LELL4-30-HMM,3000K,"112 Watts"
AEL-LELL4,AEL-LELL4-30-SHM,3000K,"118 Watts"
AEL-LELL4,AEL-LELL4-30-MHM,3000K,"143 Watts"
AEL-LELL4,AEL-LELL4-30-HHM,3000K,"179 Watts"
AEL-LELL4,AEL-LELL4-35-SLM,3500K,"33 Watts"
AEL-LELL4,AEL-LELL4-35-MLM,3500K,"57 Watts"
AEL-LELL4,AEL-LELL4-35-HLM,3500K,"80 Watts"
AEL-LELL4,AEL-LELL4-35-SMM,3500K,"86 Watts"
AEL-LELL4,AEL-LELL4-35-MMM,3500K,"93 Watts"
AEL-LELL4,AEL-LELL4-35-HMM,3500K,"112 Watts"
AEL-LELL4,AEL-LELL4-35-SHM,3500K,"118 Watts"
AEL-LELL4,AEL-LELL4-35-MHM,3500K,"143 Watts"
AEL-LELL4,AEL-LELL4-35-HHM,3500K,"179 Watts"
AEL-LELL4,AEL-LELL4-40-SLM,4000K,"33 Watts"
AEL-LELL4,AEL-LELL4-40-MLM,4000K,"57 Watts"
AEL-LELL4,AEL-LELL4-40-HLM,4000K,"80 Watts"
AEL-LELL4,AEL-LELL4-40-SMM,4000K,"86 Watts"
AEL-LELL4,AEL-LELL4-40-MMM,4000K,"93 Watts"
AEL-LELL4,AEL-LELL4-40-HMM,4000K,"112 Watts"
AEL-LELL4,AEL-LELL4-40-SHM,4000K,"118 Watts"
AEL-LELL4,AEL-LELL4-40-MHM,4000K,"143 Watts"
AEL-LELL4,AEL-LELL4-40-HHM,4000K,"179 Watts"
AEL-LELL4,AEL-LELL4-50-SLM,5000K,"33 Watts"
AEL-LELL4,AEL-LELL4-50-MLM,5000K,"57 Watts"
AEL-LELL4,AEL-LELL4-50-HLM,5000K,"80 Watts"
AEL-LELL4,AEL-LELL4-50-SMM,5000K,"86 Watts"
AEL-LELL4,AEL-LELL4-50-MMM,5000K,"93 Watts"
AEL-LELL4,AEL-LELL4-50-HMM,5000K,"112 Watts"
AEL-LELL4,AEL-LELL4-50-SHM,5000K,"118 Watts"
AEL-LELL4,AEL-LELL4-50-MHM,5000K,"143 Watts"
AEL-LELL4,AEL-LELL4-50-HHM,5000K,"179 Watts"
AEL-LELL2,AEL-LELL2-30-SLM,3000K,"33 Watts"
AEL-LELL2,AEL-LELL2-30-MLM,3000K,"57 Watts"
AEL-LELL2,AEL-LELL2-30-HLM,3000K,"80 Watts"
AEL-LELL2,AEL-LELL2-35-SLM,3500K,"33 Watts"
AEL-LELL2,AEL-LELL2-35-MLM,3500K,"57 Watts"
AEL-LELL2,AEL-LELL2-35-HLM,3500K,"80 Watts"
AEL-LELL2,AEL-LELL2-40-SLM,4000K,"33 Watts"
AEL-LELL2,AEL-LELL2-40-MLM,4000K,"57 Watts"
AEL-LELL2,AEL-LELL2-40-HLM,4000K,"80 Watts"
AEL-LELL2,AEL-LELL2-50-SLM,5000K,"33 Watts"
AEL-LELL2,AEL-LELL2-50-MLM,5000K,"57 Watts"
AEL-LELL2,AEL-LELL2-50-HLM,5000K,"80 Watts"
AEL-LCDI4,AEL-LCDI4-30-MFAM,3000K,"40 Watts"
AEL-LCDI4,AEL-LCDI4-30-HFAM,3000K,"50 Watts"
AEL-LCDI4,AEL-LCDI4-35-MFAM,3500K,"40 Watts"
AEL-LCDI4,AEL-LCDI4-35-HFAM,3500K,"50 Watts"
AEL-LCDI4,AEL-LCDI4-40-MFAM,4000K,"40 Watts"
AEL-LCDI4,AEL-LCDI4-40-HFAM,4000K,"50 Watts"
AEL-LCDI4,AEL-LCDI4-50-MFAM,5000K,"40 Watts"
AEL-LCDI4,AEL-LCDI4-50-HFAM,5000K,"50 Watts"
AEL-LCDI2,AEL-LCDI2-30-SFAM,3000K,"30 Watts"
AEL-LCDI2,AEL-LCDI2-30-MFAM,3000K,"40 Watts"
AEL-LCDI2,AEL-LCDI2-35-SFAM,3500K,"30 Watts"
AEL-LCDI2,AEL-LCDI2-35-MFAM,3500K,"40 Watts"
AEL-LCDI2,AEL-LCDI2-40-SFAM,4000K,"30 Watts"
AEL-LCDI2,AEL-LCDI2-40-MFAM,4000K,"40 Watts"
AEL-LCDI2,AEL-LCDI2-50-SFAM,5000K,"30 Watts"
AEL-LCDI2,AEL-LCDI2-50-MFAM,5000K,"40 Watts"
AEL-LCDI1,AEL-LCDI1-30-MFAM,3000K,"40 Watts"
AEL-LCDI1,AEL-LCDI1-30-HFAM,3000K,"50 Watts"
AEL-LCDI1,AEL-LCDI1-35-MFAM,3500K,"40 Watts"
AEL-LCDI1,AEL-LCDI1-35-HFAM,3500K,"50 Watts"
AEL-LCDI1,AEL-LCDI1-40-MFAM,4000K,"40 Watts"
AEL-LCDI1,AEL-LCDI1-40-HFAM,4000K,"50 Watts"
AEL-LCDI1,AEL-LCDI1-50-MFAM,5000K,"40 Watts"
AEL-LCDI1,AEL-LCDI1-50-HFAM,5000K,"50 Watts"
AEL-C24,AEL-C24-30-MM,3000K,"40 Watts"
AEL-C24,AEL-C24-30-HM,3000K,"50 Watts"
AEL-C24,AEL-C24-35-MM,3500K,"40 Watts"
AEL-C24,AEL-C24-35-HM,3500K,"50 Watts"
AEL-C24,AEL-C24-40-MM,4000K,"40 Watts"
AEL-C24,AEL-C24-40-HM,4000K,"50 Watts"
AEL-C24,AEL-C24-50-MM,5000K,"40 Watts"
AEL-C24,AEL-C24-50-HM,5000K,"50 Watts"
AEL-LTCWL4,AEL-LTCWL4-30-SLAM,3000K,"33 Watts"
AEL-LTCWL4,AEL-LTCWL4-30-MLAM,3000K,"57 Watts"
AEL-LTCWL4,AEL-LTCWL4-30-HLAM,3000K,"80 Watts"
AEL-LTCWL4,AEL-LTCWL4-30-SMAM,3000K,"86 Watts"
AEL-LTCWL4,AEL-LTCWL4-30-MMAM,3000K,"93 Watts"
AEL-LTCWL4,AEL-LTCWL4-30-HMAM,3000K,"112 Watts"
AEL-LTCWL4,AEL-LTCWL4-30-SHAM,3000K,"118 Watts"
AEL-LTCWL4,AEL-LTCWL4-30-MHAM,3000K,"143 Watts"
AEL-LTCWL4,AEL-LTCWL4-30-HHAM,3000K,"179 Watts"
AEL-LTCWL4,AEL-LTCWL4-35-SLAM,3500K,"33 Watts"
AEL-LTCWL4,AEL-LTCWL4-35-MLAM,3500K,"57 Watts"
AEL-LTCWL4,AEL-LTCWL4-35-HLAM,3500K,"80 Watts"
AEL-LTCWL4,AEL-LTCWL4-35-SMAM,3500K,"86 Watts"
AEL-LTCWL4,AEL-LTCWL4-35-MMAM,3500K,"93 Watts"
AEL-LTCWL4,AEL-LTCWL4-35-HMAM,3500K,"112 Watts"
AEL-LTCWL4,AEL-LTCWL4-35-SHAM,3500K,"118 Watts"
AEL-LTCWL4,AEL-LTCWL4-35-MHAM,3500K,"143 Watts"
AEL-LTCWL4,AEL-LTCWL4-35-HHAM,3500K,"179 Watts"
AEL-LTCWL4,AEL-LTCWL4-40-SLAM,"4000K (Standard)","33 Watts"
AEL-LTCWL4,AEL-LTCWL4-40-MLAM,"4000K (Standard)","57 Watts"
AEL-LTCWL4,AEL-LTCWL4-40-HLAM,"4000K (Standard)","80 Watts"
AEL-LTCWL4,AEL-LTCWL4-40-SMAM,"4000K (Standard)","86 Watts"
AEL-LTCWL4,AEL-LTCWL4-40-MMAM,"4000K (Standard)","93 Watts"
AEL-LTCWL4,AEL-LTCWL4-40-HMAM,"4000K (Standard)","112 Watts"
AEL-LTCWL4,AEL-LTCWL4-40-SHAM,"4000K (Standard)","118 Watts"
AEL-LTCWL4,AEL-LTCWL4-40-MHAM,"4000K (Standard)","143 Watts"
AEL-LTCWL4,AEL-LTCWL4-40-HHAM,"4000K (Standard)","179 Watts"
AEL-LTCWL4,AEL-LTCWL4-50-SLAM,5000K,"33 Watts"
AEL-LTCWL4,AEL-LTCWL4-50-MLAM,5000K,"57 Watts"
AEL-LTCWL4,AEL-LTCWL4-50-HLAM,5000K,"80 Watts"
AEL-LTCWL4,AEL-LTCWL4-50-SMAM,5000K,"86 Watts"
AEL-LTCWL4,AEL-LTCWL4-50-MMAM,5000K,"93 Watts"
AEL-LTCWL4,AEL-LTCWL4-50-HMAM,5000K,"112 Watts"
AEL-LTCWL4,AEL-LTCWL4-50-SHAM,5000K,"118 Watts"
AEL-LTCWL4,AEL-LTCWL4-50-MHAM,5000K,"143 Watts"
AEL-LTCWL4,AEL-LTCWL4-50-HHAM,5000K,"179 Watts"
AEL-LTCWL2,AEL-LTCWL2-30-SLAM,3000K,"33 Watts"
AEL-LTCWL2,AEL-LTCWL2-30-MLAM,3000K,"57 Watts"
AEL-LTCWL2,AEL-LTCWL2-30-HLAM,3000K,"80 Watts"
AEL-LTCWL2,AEL-LTCWL2-35-SLAM,3500K,"33 Watts"
AEL-LTCWL2,AEL-LTCWL2-35-MLAM,3500K,"57 Watts"
AEL-LTCWL2,AEL-LTCWL2-35-HLAM,3500K,"80 Watts"
AEL-LTCWL2,AEL-LTCWL2-40-SLAM,"4000K (Standard)","33 Watts"
AEL-LTCWL2,AEL-LTCWL2-40-MLAM,"4000K (Standard)","57 Watts"
AEL-LTCWL2,AEL-LTCWL2-40-HLAM,"4000K (Standard)","80 Watts"
AEL-LTCWL2,AEL-LTCWL2-50-SLAM,5000K,"33 Watts"
AEL-LTCWL2,AEL-LTCWL2-50-MLAM,5000K,"57 Watts"
AEL-LTCWL2,AEL-LTCWL2-50-HLAM,5000K,"80 Watts"
AEL-LTCWL1,AEL-LTCWL1-30-SLAM,3000K,"33 Watts"
AEL-LTCWL1,AEL-LTCWL1-30-MLAM,3000K,"57 Watts"
AEL-LTCWL1,AEL-LTCWL1-30-HLAM,3000K,"80 Watts"
AEL-LTCWL1,AEL-LTCWL1-35-SLAM,3500K,"33 Watts"
AEL-LTCWL1,AEL-LTCWL1-35-MLAM,3500K,"57 Watts"
AEL-LTCWL1,AEL-LTCWL1-35-HLAM,3500K,"80 Watts"
AEL-LTCWL1,AEL-LTCWL1-40-SLAM,4000K,"33 Watts"
AEL-LTCWL1,AEL-LTCWL1-40-MLAM,4000K,"57 Watts"
AEL-LTCWL1,AEL-LTCWL1-40-HLAM,4000K,"80 Watts"
AEL-LTCWL1,AEL-LTCWL1-50-SLAM,5000K,"33 Watts"
AEL-LTCWL1,AEL-LTCWL1-50-MLAM,5000K,"57 Watts"
AEL-LTCWL1,AEL-LTCWL1-50-HLAM,5000K,"80 Watts"
AEL-LTC4,AEL-LTC4-30-SLAM,3000K,"33 Watts"
AEL-LTC4,AEL-LTC4-30-MLAM,3000K,"57 Watts"
AEL-LTC4,AEL-LTC4-30-HLAM,3000K,"80 Watts"
AEL-LTC4,AEL-LTC4-30-SMAM,3000K,"86 Watts"
AEL-LTC4,AEL-LTC4-30-MMAM,3000K,"93 Watts"
AEL-LTC4,AEL-LTC4-30-HMAM,3000K,"112 Watts"
AEL-LTC4,AEL-LTC4-30-SHAM,3000K,"118 Watts"
AEL-LTC4,AEL-LTC4-30-MHAM,3000K,"143 Watts"
AEL-LTC4,AEL-LTC4-30-HHAM,3000K,"179 Watts"
AEL-LTC4,AEL-LTC4-35-SLAM,3500K,"33 Watts"
AEL-LTC4,AEL-LTC4-35-MLAM,3500K,"57 Watts"
AEL-LTC4,AEL-LTC4-35-HLAM,3500K,"80 Watts"
AEL-LTC4,AEL-LTC4-35-SMAM,3500K,"86 Watts"
AEL-LTC4,AEL-LTC4-35-MMAM,3500K,"93 Watts"
AEL-LTC4,AEL-LTC4-35-HMAM,3500K,"112 Watts"
AEL-LTC4,AEL-LTC4-35-SHAM,3500K,"118 Watts"
AEL-LTC4,AEL-LTC4-35-MHAM,3500K,"143 Watts"
AEL-LTC4,AEL-LTC4-35-HHAM,3500K,"179 Watts"
AEL-LTC4,AEL-LTC4-40-SLAM,"4000K (Standard)","33 Watts"
AEL-LTC4,AEL-LTC4-40-MLAM,"4000K (Standard)","57 Watts"
AEL-LTC4,AEL-LTC4-40-HLAM,"4000K (Standard)","80 Watts"
AEL-LTC4,AEL-LTC4-40-SMAM,"4000K (Standard)","86 Watts"
AEL-LTC4,AEL-LTC4-40-MMAM,"4000K (Standard)","93 Watts"
AEL-LTC4,AEL-LTC4-40-HMAM,"4000K (Standard)","112 Watts"
AEL-LTC4,AEL-LTC4-40-SHAM,"4000K (Standard)","118 Watts"
AEL-LTC4,AEL-LTC4-40-MHAM,"4000K (Standard)","143 Watts"
AEL-LTC4,AEL-LTC4-40-HHAM,"4000K (Standard)","179 Watts"
AEL-LTC4,AEL-LTC4-50-SLAM,5000K,"33 Watts"
AEL-LTC4,AEL-LTC4-50-MLAM,5000K,"57 Watts"
AEL-LTC4,AEL-LTC4-50-HLAM,5000K,"80 Watts"
