ProductId,Product Name,Product Code/SKU
8676,"8-Foot 1 Light 2.5"" Linear Pendant 2x18W X1 LED T8 2 Lamps Included",TF-SES25FR1328X118W
8678,1x4 Surface Mounted Troffer with 2x18W LED T8 2 Lamps Included,TF-153A23212X1LN18W
8679,2x2 Surface Mounted Troffer with 2x15W LED T8 2 Lamps Included,TF-153A217X1LN18W
8680,2x2 Surface Mounted Troffer with 3x15W LED T8 3 Lamps Included,TF-153A317X1LN18W
8681,2x2 Surface Mounted Troffer with 4x15W LED T8 4 Lamps Included,TF-153A417X1LN18W
8682,2x2 Lance Volumetric 24L Troffer Retrofit Kit,ILP-LANCE22-24L-U
8683,2x4 Surface Mounted Troffer with 2x18W LED T8 2 Lamps Included,TF-153A232X1LN18W
8684,2x4 Surface Mounted Troffer with 3x18W LED T8 3 Lamps Included,TF-153A332X1LN18W
8685,2x4 Surface Mounted Troffer with 4x18W LED T8 4 Lamps Included,TF-153A432X1LN18W
8686,1x4 Lance Volumetric 23L Troffer Retrofit Kit,ILP-LANCE14-23L-U
8696,Hinged Full Cutoff LED Wall Pack 28W or 44W,ILP-WPCM
8699,1x4 Surface Center Basket with 2x18W X1 LED T8 2 Lamps Included,TF-SHUCPF23212X1LN18W
8700,2x2 Surface Center Basket with 2x15W X1 LED T8 2 Lamps Included,TF-SHUCPF217X1LN18W
8701,2x2 Surface Center Basket with 3x15W X1 LED T8 3 Lamps Included,TF-SHUCPF317X1LN18W
8702,2x4 Surface Center Basket with 2x18W X1 LED T8 2 Lamps Included,TF-SHUCPF232X1LN18W
8703,2x4 Surface Center Basket with 3x18W X1 LED T8 3 Lamps Included,TF-SHUCPF332X1LN18W
8704,"Hinged Full Cutoff LED Wall Pack, 28W or 44W",ILP-WPCS
8705,2x2 Surface Dual Basket with 2x15W X1 LED T8 2 Lamps Included,TF-SHUDPF217X1LN15W
8707,2x4 Surface Dual Basket with 2x18W X1 LED T8 2 Lamps Included,TF-SHUDPF232X1LN18W
8709,Medium Open Face 70 Watt LED Wall Pack,ILP-WPMO-70WLED-UNIV
8710,1x4 Cloud Surface Linear with 2x18W X1 LED T8 2 Lamps Included,TF-PUF23211X1LN18W
8711,17x24-Inches Cloud Surface Linear with 4x15W X1 LED T8 4 Lamps Included,TF-PUF41717X1LN15W
8713,17x48-Inches Cloud Surface Linear with 4x18W X1 LED T8 4 Lamps Included,TF-PUF43217X1LN18W
8718,"4-Foot Frosted Ultrasonic LED Stairwell Cavern Lite, 3L or 4L",ILP-CVL4
8721,"2-Foot Frosted Ultrasonic LED Stairwell Cavern Lite, 2L or 3L",ILP-CVL2
8722,4-Foot Premier Full Body High Bay with 6x18W X1 LED T8 Lamps Included,TF-HBC632M23X1LN18W
8723,4-Foot Premier Full Body High Bay with 8x18W X1 LED T8 Lamps Included,TF-HBC832M23X1LN18W
8725,4-Foot Premier Full Body High Bay with 10x18W X1 LED T8 Lamps Included,TF-HBC1032M23X1LN18W
8726,"4-Foot Frosted Ultrasonic LED Stairwell Cavern Fixture, 3L or 4L",ILP-CV4
8727,4-Foot Industrial Fluorescent High Bay Open Frame 4x18W X1 LED T8 Lamps Included,TF-HBG432M23X1LN18W
8728,4-Foot Industrial Fluorescent High Bay Open Frame 6x18W X1 LED T8 Lamps Included,TF-HBG632M23X1LN18W
8729,"2-Foot Frosted Ultrasonic LED Stairwell Cavern Fixture, 2L or 3L",ILP-CV2
8730,4-Foot Industrial Fluorescent High Bay Open Frame 8x18W X1 LED T8 Lamps Included,TF-HBG832M23X1LN18W
8731,4-Foot Industrial Fluorescent High Bay Open Frame 10x18W X1 LED T8 Lamps Included,TF-HBG1032M23X1LN18W
8732,"8-Foot Commercial LED Shallow Wrap Fixture, 40W-80W",ILP-FWS8
8733,4-Foot Industrial Fluorescent High Bay Open Frame 12x18W X1 LED T8 Lamps Included,TF-HBG1232M23X1LN18W
8734,8-Foot Tandem High Bay Workhorse with 8x18W X1 LED T8 8 Lamps Included,TF-H6L4328M23X1LN18W
8735,"4-Foot Commercial LED Shallow Wrap Fixture, 20W-70W",ILP-FWS
8736,4-Foot Tandem High Bay Workhorse with 4x18W X1 LED T8 4 Lamps Included,TF-H6L432M23X1LN18W
8737,8-Foot Tandem High Bay Workhorse with 10x18W X1 LED T8 10 Lamps Included,TF-H6L6328M23X1LN18W
8738,4-Foot Tandem High Bay Workhorse with 6x18W X1 LED T8 6 Lamps Included,TF-H6L632M23X1LN18W
8739,"8-Foot Sleek Profile LED Curved Wrap, 32W-88W",ILP-SQ8
8740,4-Foot High Bay Workhorse with 1x18W X1 LED T8 Lamps Included,TF-H2L132M23X1LN18W
8741,4-Foot High Bay Workhorse with 2x18W LED T8 2 Lamps Included,TF-H2L232M23X1LN18W
8742,"4-Foot Sleek Profile LED Curved Wrap, 16W-44W",ILP-SQ4
8743,4-Foot Linear Louvered Baffled High Bay 2x18W LED T8 2 Lamps Included,TF-FHBL232X1LN18W
8744,4-Foot Linear Louvered Baffled High Bay 3x18W LED T8 3 Lamps Included,TF-FHBL332X1LN18W
8745,4-Foot Linear Louvered Baffled High Bay 4x18W LED T8 4 Lamps Included,TF-FHBL432X1LN18W
8746,"2-Foot Sleek Profile LED Curved Wrap, 16W or 22W",ILP-SQ2
8747,8-Foot Linear Louvered Baffled High Bay 4x18W LED T8 4 Lamps Included,TF-FHBL2328X1LN18W
8748,8-Foot Linear Louvered Baffled High Bay 6x18W LED T8 6 Lamps Included,TF-FHBL3328X1LN18W
8749,"8-Foot Frosted Amazon LED Wet Location Parking Garage, 36W-96W",ILP-WTZ8
8750,7x24 Inches 2 Light Wraparound with 2x15W X1 LED T8 2 Lamps Included,TF-207A217X1LN15W
8751,7x48 Inches 2 Light Wraparound with 2x18W X1 LED T8 2 Lamps Included,TF-207A232X1LN18W
8752,13x48 Inches 3 Light Wraparound with 3x18W X1 LED T8 Lamps Included,TF-207A332X1LN18W
8753,"4-Foot Frosted Amazon LED Wet Location Parking Garage, 18W-48W",ILP-WTZ
8754,13x48 Inches 4 Light Wraparound with 4x18W X1 LED T8 4 Lamps Included,TF-207A432X1LN18W
8755,9x48 Inches Shallow Economy Wraparound with 2x18W LED T8 2 Lamps Included,TF-209A232AX1LN18W
8756,"2-Foot x 11""W Specification Grade Wraparound 2x15W X1 LED T8 2 Lamps Included",TF-200A217X1LN15W
8758,"4-Foot x 11""W Specification Grade Wraparound 2x18W X1 LED T8 2 Lamps Included",TF-200A232X1LN18W
8760,"8-Foot x 11""W Specification Grade Wraparound 4x18W X1 LED T8 4 Lamps Included",TF-200A2328X1LN18W
8762,"4-Foot x 16""W Specification Grade Wraparound 4x18W X1 LED T8 4 Lamps Included",TF-200A432X1LN18W
8763,"UFO Outdoor LED Parking Garage, 58W or 75W",ILP-UFO
8764,"8-Foot x 16""W Specification Grade Wraparound 8x18W X1 LED T8 8 Lamps Included",TF-200A4328X1LN18W
8766,"2-Foot x 5""W Surface Mount Fixture with 1x15W X1 LED T8 1 Lamp Included",TF-201A117X1LN18W
8767,"4-Foot x 5""W Surface Mount Fixture with 1x18W X1 LED T8 1 Lamp Included",TF-201A132X1LN18W
8769,"2-Foot x 5""W Corridor Light Wraparound with 1x15W X1 LED T8 1 Lamp Included",TF-159A117X1LN18W
8771,"4-Foot x 5""W Corridor Light Wraparound with 1x18W X1 LED T8 1 Lamp Included",TF-159A132X1LN18W
8773,"8-Foot x 5""W Corridor Light Wraparound with 2x18W X1 LED T8 2 Lamp Included",TF-159A1328X1LN18W
8775,2-Foot Medium Body Strip with 2x15W X1 LED T8 2 Lamps Included,TF-C217X1LI18W
8777,2-Foot Medium Body Strip with 3x15W X1 LED T8 3 Lamps Included,TF-C317X1LI18W
8779,4-Foot Medium Body Strip with 2x18W X1 LED T8 2 Lamps Included,TF-C232X1LI18W
8782,4-Foot Medium Body Strip with 3x18W X1 LED T8 3 Lamps Included,TF-C332X1LI18W
8784,8-Foot Medium Body Tandem Strip with 4x18W X1 LED T8 4 Lamps Included,TF-C2328X1LI18W
8786,2-Foot Narrow Body Strip with 1x15W X1 LED T8 1 Lamp Incuded,TF-S117X1LI18W
8788,4-Foot Narrow Body Strip with 1x18W X1 LED T8 1 Lamp Incuded,TF-S132X1LI18W
8790,8-Foot Narrow Body Strip with 2x18W X1 LED T8 2 Lamp Incuded,TF-S1328X1LI18W
8792,2-Foot Mini Body Strip with 1x15W X1 LED T8 1 Lamp Included,TF-KDST8117X1LI18W
8794,4-Foot Mini Body Strip with 1x18W X1 LED T8 1 Lamp Included,TF-KDST8132X1LI18W
8796,4-Foot Low Profile Strip wiith 18W X1 LED T8 Lamp Included,TF-LLS132X1LI18W
8798,2-Foot Side Mount Strip with 1x15W X1 LED T8 Lamp Included,TF-SM117X1LI15W
8800,2-Foot Side Mount Strip with 2x15W X1 LED T8 Lamps Included,TF-SM217X1LI18W
8802,4-Foot Side Mount Strip with 1x18W X1 LED T8 Lamps Included,TF-SM132X1LI18W
8804,4-Foot Side Mount Strip with 2x18W X1 LED T8 Lamps Included,TF-SM232X1LI18W
8808,4-Foot Medium Body Strip with Reflectors 3x18W X1 LED T8 Lamps Included,TF-IND332W30X1LI18W
8810,8-Foot Tandem Medium Body Strip with Reflectors 4x18W X1 LED T8 Lamps Included,TF-IND2328W30X1LI18W
8812,8-Foot Tandem Medium Body Strip with Reflector 6x18W X1 LED T8 Lamps Included,TF-IND3328W30X1LI18W
8814,4-Foot Industrial Recessed Strip with 1x18W LED T8 Lamps Included,TF-ITB132X1LI18W
8817,4-Foot Industrial Recessed Strip with 2x18W LED T8 Lamps Included,TF-ITB232X1LI18W
8820,8-Foot Industrial Recessed Strip with 2x18W LED T8 Lamps Included,TF-ITB1328X1LI18W
8822,8-Foot Industrial Recessed Strip with 4x18W LED T8 Lamps Included,TF-ITB2328X1LI18W
8825,4-Foot Harsh Environment Enclosure with Clear Lens 2x18W X1 LED T8 Lamps Included,TF-CITCL232X1LN18W
8828,8-Foot Harsh Environment Enclosure with Clear Lens 4x18W X1 LED T8 Lamps Included,TF-CITLB2328X1LN18W
8830,4-Foot Wide Area Garage Light 3x18W X1 LED T8 Lamps Included,TF-CITOL332 SBA3X1LN18W
8833,4-Foot Occupancy Sensor Wide Area Garage Light 3x18W X1 LED T8 Lamps Included,TF-CITOL332 SBA3X1LN
8835,4-Foot Celling/Wall Mount Fixture 2x18W X1 LED T8 Lamps Included,TF-555MW232X1LN18W
8838,"2-Foot, 4x4 Linear Wall Version Fixture 1x15W X1 LED T8 Lamp Included",TF-44WSF117X1WHLN15W
8840,"2-Foot, 4x4 Linear Wall Version Fixture 2x15W X1 LED T8 Lamps Included",TF-44WSF217X1WHLN15W
8843,"4-Foot, 4x4 Linear Wall Version Fixture 1x18W X1 LED T8 Lamps Included",TF-44WSF132X1WHLN18W
8845,"4-Foot, 4x4 Linear Wall Version Fixture 2x18W X1 LED T8 Lamps Included",TF-44WSF232X1WHLN18W
8847,"8-Foot, 4x4 Linear Wall Version Fixture 2x18W X1 LED T8 Lamps Included",TF-44WSF1328X1WHLN18W
8848,"8-Foot, 4x4 Linear Wall Version Fixture 4x18W X1 LED T8 Lamps Included",TF-44WSF2328X1WHLN18W
8850,2-Foot 6x6 Linear Wall Fixture 1x15W X1 LED T8 Lamp Included,TF-66WMW117X1WHLN15W
8852,"2-Foot 6""x6"" Linear Wall Fixture 2x15W X1 LED T8 Lamps Included",TF-66WMW217X1WHLN15W
8854,4-Foot 6x6 Linear Wall Fixture 1x18W X1 LED T8 Lamp Included,TF-66WMW132X1WHLN18W
8856,4-Foot 6x6 Linear Wall Fixture 2x18W X1 LED T8 Lamps Included,TF-66WMW232X1WHLN18W
8857,8-Foot 6x6 Linear Wall Fixture 4x18W X1 LED T8 Lamps Included,TF-66WMW1328X1WHLN18W
8861,2-Foot Rectangular Profile Direct/Indirect Bed Light (1 Up / 1 Down) 2x15W X1 LED T8 Lamps Included,TF-215A1U1D17DFX1LN15W
8862,4-Foot Rectangular Profile Direct/Indirect Bed Light(1 Up / 1 Down) 2x18W X1 LED T8 Lamps Included,TF-215A1U1D32DFX1LN18W
8864,2-Foot Rectangular Profile Direct/Indirect Bed Light (1 Up / 2 Down) 3x15W X1 LED T8 Lamps Included,TF-215A1U2D17DFX1LN15W
8866,4-Foot Rectangular Profile Direct/Indirect Bed Light(1 Up / 2 Down) 3x18W X1 LED T8 Lamps Included,TF-215A1U2D32DFX1LN18W
8868,2-Foot Rectangular Profile Direct/Indirect Bed Light (2 Up / 1 Down) 3x15W X1 LED T8 Lamps Included,TF-215A2U1D17DFX1LN15W
8870,4-Foot Rectangular Profile Direct/Indirect Bed Light(2 Up / 1 Down) 3x18W X1 LED T8 Lamps Included,TF-215A2U1D32DFX1LN18W
8871,2-Foot Rectangular Profile Direct/Indirect Bed Light (2 Up / 2 Down) 4x18W X1 LED T8 Lamps Included,TF-215A2U2D17DFX1LN15W
8873,4-Foot Rectangular Profile Direct/Indirect Bed Light(2 Up / 2 Down) 4x18W X1 LED T8 Lamps Included,TF-215A2U2D32DFX1LN18W
8876,2-Foot Wall Puff Linear Fixture 2x15W X1 LED T8 Lamps Included,TF-WPU217X1LN15W
8878,4-Foot Wall Puff Linear Fixture 2x18W X1 LED T8 Lamps Included,TF-WPU232X1LN18W
8880,"4-Foot x 4.25""W Universal Strip Retrofit Kit with Reflector 1x18W X1 T8 LED Lamp Included",TF-SKB132B4L11X1LI18W
8882,"4-Foot x 4.25""W Universal Strip Retrofit Kit with Reflector 2x18W X1 T8 LED Lamp Included",TF-SKB232B4L11X1LI18W
8885,"8-Foot x 4.25""W Universal Strip Retrofit Kit with Reflector 2x18W X1 T8 LED Lamp Included",TF-SKB1328B4L11X1LI18W
8887,"8-Foot x 4.25""W Universal Strip Retrofit Kit with Reflector 4x18W X1 T8 LED Lamp Included",TF-SKB2328B4L11X1LI18W
8888,"4-Foot x 5""W Universal Strip Retrofit Kit with Reflector 1x18W X1 T8 LED Lamp Included",TF-SKB132B5L11X1LI18W
8890,"4-Foot x 5""W Universal Strip Retrofit Kit with Reflector 2x18W X1 T8 LED Lamps Included",TF-SKB232B5L11X1LI18W
8892,"8-Foot x 5""W Universal Strip Retrofit Kit with Reflector 2x18W X1 T8 LED Lamps Included",TF-SKB1328B5L11X1LI18W
8894,"8-Foot x 5""W Universal Strip Retrofit Kit with Reflector 4x18W X1 T8 LED Lamps Included",TF-SKB2328B5L11X1LI18W
8896,4-Foot Strip Enhanced White Kit with Reflector 1x18W X1 T8 LED Lamp Included,TF-SKR132W10L11X1LI18W
8898,4-Foot Strip Enhanced White Kit with Reflector 2x18W X1 T8 LED Lamps Included,TF-SKR232W10L11X1LI18W
8899,8-Foot Strip Enhanced White Kit with Reflector 2x18W X1 T8 LED Lamp Included,TF-SKR1328W10L11X1LI18W
8901,8-Foot Strip Enhanced White Kit with Reflector 4x18W X1 T8 LED Lamps Included,TF-SKR2328W10L11X1LI18W
8903,4-Foot Strip Mirror Kit with Reflector 1x18W X1 T8 LED Lamp Included,TF-SKR132M20L11X1LI18W
8905,4-Foot Strip Mirror Kit with Reflector 2x18W X1 T8 LED Lamps Included,TF-SKR232M20L11X1LI18W
8906,8-Foot Strip Mirror Kit with Reflector 2x18W X1 T8 LED Lamps Included,TF-SKR1328M20L11X1LI18W
8907,"Large Open Face LED Wall Pack, 90W or 135W",ILP-WPLO
8908,8-Foot Strip Mirror Kit with Reflector 4x18W X1 T8 LED Lamps Included,TF-SKR2328M20L11X1LI18W
8913,"10-Inch LED Square Wet Location Close-to-Ceiling (120V Dimmable), 23W",TF-F1302L23W1900LD120
8916,"10-Inch LED Square Wet Location Close-to-Ceiling (Multi-Volt), 22 Watt",TF-F1302L22W1824LMV
8918,10.6 Inch Nautical Wall and Ceiling Oval LED 13 Watts,TF-CEOL13W1000LD120WH
8920,10.6 Inch Nautical Wall and Ceiling Oval LED 11.3 Watts,TF-CEOL11W912LMVWH
8922,"10.6"" x 5.9"" Euro Oval Wall or Ceiling Incand. Socket & LED Lamp, 9.5W",TF-EOINCLPLED
8928,"10.6"" x 5.9"" Euro Oval Wall or Ceiling Incand. Socket & LED Lamp",TF-EOSINCLPLED
8930,"10.6"" x 5.9"" LED Euro Oval Wall or Ceiling with Eyelid 13 Watt",TF-CEOSL13W1000LD120
8932,"10"" X 5 1/4"" Euro Oval Wall or Ceiling 11 Watt",TF-CEOSL11W912LMV
8934,"10.3"" x 5.25"" Euro Round Wall or Ceiling Incand. Socket & LED Lamp",TF-ERLINCLPLED
8936,"10.3"" x 5.25"" LED Euro Round Wall or Ceiling, 23W",TF-CERL23W1900LD120
8937,"10.3"" x 5.25"" LED Euro Round Wall or Ceiling (Multi-Volt), 22W",TF-CERL22W1824LMV
8938,"4-Foot Himalayan Reduced Profile High Bay, 10 Lamps (T8 HBF)",ILP-H3-10T8
8939,"10.3"" x 5.25"" LED Euro Round Wall or Ceiling with Grill, 9.5W",TF-ERGINCLPLED
8940,"4-Foot Himalayan Reduced Profile High Bay, 8 Lamps (T8 HBF)",ILP-H3-8T8
8941,"10.3"" x 5.25"" LED Euro Round Wall or Ceiling with Grill 23 Watt",TF-CERGL23W1900LD120
8942,"4-Foot Himalayan Reduced Profile High Bay, 6 Lamps (T8 HBF)",ILP-H3-6T8
8943,"10.3"" x 5.25"" LED Euro Round Wall or Ceiling with Grill (Multi-Volt) 22 Watt",TF-CERGL22W1824LMV
8944,"4-Foot Himalayan Reduced Profile High Bay, 4 Lamps (T8 HBF)",ILP-H3-4T8
8945,"4-Foot Himalayan Reduced Profile High Bay, 3 Lamps (T8 HBF)",ILP-H3-3T8
8946,"10.3"" x 5.25"" LED Euro Round Wall or Ceiling with Mask, 9.5W",TF-ERCINCLPLED
8948,"10.3"" x 5.25"" LED Euro Round Wall or Ceiling with Mask 23 Watt",TF-CERCL23W1900LD120
8950,"10.3"" x 5.25"" LED Euro Round Wall or Ceiling (Multi-Volt) with Mask 22 Watt",TF-CERCL22W1824LMV
8957,15-Inch LED Bradford Post Top Incand. Socket & LED Lamp Include,TF-BRPINCLPLED
8958,15-Inch LED Bradford Post Top 13 Watt,TF-BRPL13W1000LD120
8959,"4-Foot Ultrasonic Stairwell Cavern Lite, 2 Lamps (T5 Ballast)",ILP-CL4-2T5
8960,"15-Inch LED Bradford Short Wall A19 27K, 9.5W",TF-BRWINCLPLED
8961,"4-Foot Ultrasonic Stairwell Cavern Lite, 1 Lamp (T5 Ballast)",ILP-CL4-1T5
8962,15-Inch LED Bradford Short Wall 13 Watt,TF-BRWL13W1000LD120
8964,"2-Foot Ultrasonic Stairwell Cavern Lite, 2 Lamps (T5 Ballast)",ILP-CL2-2T5
8965,"18"" LED Tudor Post Top Outdoor Lantern 13 Watt",TF-TOPL13W1000LD120BK
8966,"2-Foot Ultrasonic Stairwell Cavern Lite, 1 Lamp (T5 Ballast)",ILP-CL2-1T5
8969,"4-Foot Ultrasonic Stairwell Cavern, 2 Lamps (T5 Ballast)",ILP-C4-2T5
8971,"4-Foot Ultrasonic Stairwell Cavern, 1 Lamp (T5 Ballast)",ILP-C4-1T5
8973,"17-Inch LED Large Tudor Post Top Outdoor Lantern, Incand. Socket & LED Lamp 9.5W A19 27K Included",TF-LTOPINCLPLED
8974,"2-Foot Ultrasonic Stairwell Cavern, 2 Lamps (T5 Ballast)",ILP-C2-2T5
8975,17-Inch LED Large Tudor Post Top Outdoor Lantern 13 Watt,TF-LTOPL13W1000LD120
8976,"2-Foot Ultrasonic Stairwell Cavern, 1 Lamp (T5 Ballast)",ILP-C2-1T5
8977,"18-Inch LED Large Tudor Wall Outdoor Lantern, Incand. Socket & LED Lamp 9.5W A19 27K Included",TF-LTOLINCLPLED
8978,"4-Foot Ultrasonic Stairwell Cavern Lite, 2 Lamps (T8 Ballast)",ILP-CL4-2T8-
8979,18-Inch LED Large Tudor Wall Outdoor Lantern 13 Watt,TF-LTOLL13W1000LD120
8982,Outdoor LED 80 Watt Large Slim Profile Wall Pack,ILP-WPLP
8983,"2-Foot Ultrasonic Stairwell Cavern Lite, 2 Lamps (T8 Ballast)",ILP-CL2-2T8-
8986,"2x4 LED Troffer Retrofit Kit, Built In Frame, 30W-43W",ILP-BIF24
8988,ILP AL Series Slim Profile Aluminum LED Area Light 56 Watt,ILP-AL-56WU
8990,"4-Foot Ultrasonic Stairwell Cavern, 2 Lamps (T8 Ballast)",ILP-C4--2T8
8994,"4-Foot Ultrasonic Stairwell Cavern, 1 Lamp (T8 Ballast)",ILP-C4-1T8
8997,"2-Foot Ultrasonic Stairwell Cavern, 2 Lamps (T8 Ballast)",ILP-C2--2T8
8999,"MINILWPP Series Mini LED Wall Pack, 33W or 46W",HL-MLCWP
9004,2x2 Mirrored Reflector Retrofit Kit for Troffer Body Includeds 2x15W X1 LED T8 2 Lamps,TF-22C2M20BL11X1LI15W
9005,"4-Foot Ultrasonic Stairwell Cavern Lite, 2 Lamps T8 (Dimmable)",ILP-CL4-2T8
9006,2x2 Enhanced White Reflector Retrofit Kit for Troffer Body Includeds 2x15W X1 LED T8 2 Lamps,TF-22C2W10BL11X1LI15W
9007,2x2 Mirrored Reflector Retrofit Kit for Troffer Body Includeds 3x15W X1 LED T8 3 Lamps,TF-22C3M20BL11X1LI15W
9008,2x2 Enhanced White Reflector Retrofit Kit for Troffer Body Includeds 3x15W X1 LED T8 3 Lamps,TF-22C3W10BL11X1LI15W
9009,2x4 Mirrored Reflector Retrofit Kit for Troffer Body Includeds 2x18W X1 LED T8 2 Lamps,TF-24C2M20BL11X1LI18W
9010,2x4 Enhanced White Reflector Retrofit Kit for Troffer Body Includes 2x18W X1 LED T8 2 Lamps,TF-24C2W10BL11X1LI18W
9011,2x4 Mirrored Reflector Retrofit Kit for Troffer Body Includeds 3x18W X1 LED T8 3 Lamps,TF-24C3M20BL11X1LI18W
9012,2x4 Enhanced White Reflector Retrofit Kit for Troffer Body Includeds 3x18W X1 LED T8 3 Lamps,TF-24C3W10BL11X1LI18W
9013,Retrofit 1 T8 Lamp Prewired Unshunted Sockets Kit,TF-RLK1X1WR
9014,Retrofit 2 T8 Lamps Prewired Unshunted Sockets Kit,TF-RLK2X1WR
9015,Retrofit 3 T8 Lamps Prewired Unshunted Sockets Kit,TF-RLK3X1WR
9016,Retrofit 4 T8 Lamps Prewired Unshunted Sockets Kit,TF-RLK4X1WR
9030,"17W-32W T8 Wall Mount, Front Baffle Bed Light, Rectangular Profile",TF-215A
9034,"3.5"" IC Architectural LED Downlight and Trim/LED Kit",LT-ICED9535
9035,J Box Adjustable Head Emergency LED Light 2.5 Watts - Pack of 12,MAG-MAGELJA-PACK12
9036,J Box Fixed Head Emergency LED Light 2 Watts,MAG-MAGELJF
9040,"2-Foot Ultrasonic Stairwell Cavern Lite, 2 Lamps T5 (User Selectable Dimming)",ILP-CL2-2T5-DIM
9041,"2-Foot Ultrasonic Stairwell Cavern Lite, 2 Lamps T8 (Dimmable)",ILP-CL2-2T8
9043,"4-Foot Ultrasonic Stairwell Cavern, 2 Lamps T5 (User Selectable Dimming)",ILP-C4-2T5-DIM
9044,"4-Foot Ultrasonic Stairwell Cavern, 2 Lamps T8 (Dimmable)",ILP-C4-2T8
9045,"2-Foot Ultrasonic Stairwell Cavern, 2 Lamps T5 (User Selectable Dimming)",ILP-C2-2T5-DIM
9046,"2-Foot Ultrasonic Stairwell Cavern, 2 Lamps T8 (Dimmable)",ILP-C2-2T8
9048,4-Foot Blizzard Extreme Thermal Management T8 (Pragram Start),ILP-BLEXT-
9050,4-Foot Blizzard Extreme Thermal Management T8 (120-277),ILP-BLEXT
9054,Blizzard Wet Location T8 High Bay (Pragram Start),ILP-BL-
9069,8-Foot Amazon Water Clear Lens T8 Linear Fluorescent (Program Start),ILP-WCL8-
9071,4-Foot Amazon Water Clear Lens T8 Linear Fluorescent (Program Start),ILP-WCL-
9072,8-Foot Amazon Water Clear Lens T8 Linear Fluorescent (120-277),ILP-WCL8
9073,4-Foot Amazon Water Clear Lens T8 Linear Fluorescent (120-277),ILP-WCL
9075,"3.5"" x 2.8"" CLLLSG Series Linear LED Surface Mount Light",TF-CLLLSG-S
9082,4ft. LED 47 Watt AquaGuard Suspension Mount Luminaire,DG-AG24QF1X47U5KW
9086,"3.5"" x 2.8"" CLLLSG Series Linear LED Pendant Light",TF-CLLLSG-P
9091,"2.2"" x 2.8"" CLLLSF Linear LED 124 Watt Pendant Channel",TF-CLLLSF192L
9097,Emergency Ballast,MAG-MAGBAL
9107,2 X 2 Flat Panel LED 4400 Lumen 40W,MAG-PL40W6628TG01
9109,2 X 2 Flat Panel LED 5200 Lumen 40W,MAG-PN-40W-120V
9111,8-Foot Amazon Wet Location T8 Linear Fluorescent (Program Start Ballast),ILP-WT8-
9112,2 X 4 Flat Panel LED 5850 Lumen 45W,MAG-PN-45W-120V
9113,4-Foot Amazon Wet Location T8 Linear Fluorescent (Program Start Ballast),ILP-WT-
9114,2 X 4 Flat Panel LED 5500 Lumen 50W,MAG-PL50W12628TG09
9116,8-Foot Amazon Wet Location T8 Linear Fluorescent (120-277V),ILP-WT8
9117,2 x 2 Troffer 3680 Lumen LED 25 Watt,MAG-SYHU-TRO025D-6060-A
9118,4-Foot Amazon Wet Location T8 Linear Fluorescent (120-277V),ILP-WT
9119,2 x 2 Troffer 4600 Lumen LED 36 Watt,MAG-SYHU-TRO036D-6060-A
9121,2 x 4 Troffer 5460 Lumen LED 42 Watt,MAG-SYHU-TRO042D-6012-A
9123,2 x 4 Troffer 6500 Lumen LED 50 Watt,MAG-SYHU-TRO050D-6012-A
9130,"MagnaLux 4"" Downlight LED Fixture 640 Lumen 8 Watt",MAG-UE-D10308W
9131,"5/6"" LED Downlight Retrofit Baffle 960 Lumen 12 Watt",MAG-UE-D19012W
9133,"Adjustable Full Cut-Off LED Area Lighting, 12W",BL-LEDWPCA12W
9135,"Adjustable Full Cut-Off LED Area Lighting, 30W or 50W",BL-LEDWPCA
9137,"Adjustable Full Cut-Off LED Area Lighting, 80W or 120W",BL-LEDWPCA-
9138,"Full Cut-Off Durable LED Wall Pack, 50W or 80W",BL-LEDWPFC
9140,"Adjustable LED Wall Pack, 25W-80W",BL-LEDWPA
9151,CPA Series LED Canopy Parking Garage Light,MAG-VPL-CPA
9155,"2-Foot Low Profile LED Strip Lighting, 16W or 29W",ILP-FZ2A
9161,"2x4 LED Flat Lens Recessed Troffer, 26W-45W",ILP-FLT24
9163,"2x2 LED Flat Lens Recessed Troffer, 19W-45W",ILP-FLT22
9166,"1x4 LED Flat Lens Recessed Troffer, 19W-45W",ILP-FLT14
9167,"2x4 LED Flat Lens Troffer Retrofit Kit, 26W-45W",ILP-FLTR24
9168,"2x2 LED Flat Lens Troffer Retrofit Kit, 19W-45W",ILP-FLTR22
9169,"1x4 LED Flat Lens Troffer Retrofit Kit, 19W-45W",ILP-FLTR14
9170,"47"" x 32"" LED Premium High Bay, 660 Watts",ILP-PHB-660WLED-UNIV
9171,"47"" x 28.5"" LED Premium High Bay, 495 Watts",ILP-PHB-495WLED-UNIV
9172,"47"" x 32"" LED Premium High Bay, 336 Watts",ILP-PHB-336WLED-UNIV
9173,"47"" x 28"" LED Premium High Bay, 168W-252W",ILP-PHB-
9174,"2x2 LED Premium High Bay, 76W-157W",ILP-PHB
9176,"23"" x 17"" LED Premium High Bay 50 Watt",ILP-PHB-50WLED-UNIV
9181,"4-Foot LED Standard Vapor Tight High Bay Retrofit Kit, 80W-160W",ILP-BLR
9182,"2X2, 1X4, & 2X4 Skybox LED Edgelite Flat Panel with Shroud, 40W or 50W",TF-SBX
9183,1X4 Skybox LED Edgelite Flat Panel with Shroud 40 Watt,TF-SBX14LED40DMVWH
9186,"2x2 LED Edge Lit Flat Panel, 40 Watts",TF-FPELP22LED40DMVWH
