parent_sku,child_sku,"Wattage Options","Color Temperature (CCT)"
AEL-LCDI1,AEL-LCDI1-40-MFAM,"40 Watts",4000K
AEL-LCDI1,AEL-LCDI1-40-HFAM,"50 Watts",4000K
AEL-LCDI1,AEL-LCDI1-50-MFAM,"40 Watts",5000K
AEL-LCDI1,AEL-LCDI1-50-HFAM,"50 Watts",5000K
AEL-C24,AEL-C24-30-MM,"40 Watts",3000K
AEL-C24,AEL-C24-30-HM,"50 Watts",3000K
AEL-C24,AEL-C24-35-MM,"40 Watts",3500K
AEL-C24,AEL-C24-35-HM,"50 Watts",3500K
AEL-C24,AEL-C24-40-MM,"40 Watts",4000K
AEL-C24,AEL-C24-40-HM,"50 Watts",4000K
AEL-C24,AEL-C24-50-MM,"40 Watts",5000K
AEL-C24,AEL-C24-50-HM,"50 Watts",5000K
AEL-LTCWL4,AEL-LTCWL4-30-SLAM,"33 Watts",3000K
AEL-LTCWL4,AEL-LTCWL4-30-MLAM,"57 Watts",3000K
AEL-LTCWL4,AEL-LTCWL4-30-HLAM,"80 Watts",3000K
AEL-LTCWL4,AEL-LTCWL4-30-SMAM,"86 Watts",3000K
AEL-LTCWL4,AEL-LTCWL4-30-MMAM,"93 Watts",3000K
AEL-LTCWL4,AEL-LTCWL4-30-HMAM,"112 Watts",3000K
AEL-LTCWL4,AEL-LTCWL4-30-SHAM,"118 Watts",3000K
AEL-LTCWL4,AEL-LTCWL4-30-MHAM,"143 Watts",3000K
AEL-LTCWL4,AEL-LTCWL4-30-HHAM,"179 Watts",3000K
AEL-LTCWL4,AEL-LTCWL4-35-SLAM,"33 Watts",3500K
AEL-LTCWL4,AEL-LTCWL4-35-MLAM,"57 Watts",3500K
AEL-LTCWL4,AEL-LTCWL4-35-HLAM,"80 Watts",3500K
AEL-LTCWL4,AEL-LTCWL4-35-SMAM,"86 Watts",3500K
AEL-LTCWL4,AEL-LTCWL4-35-MMAM,"93 Watts",3500K
AEL-LTCWL4,AEL-LTCWL4-35-HMAM,"112 Watts",3500K
AEL-LTCWL4,AEL-LTCWL4-35-SHAM,"118 Watts",3500K
AEL-LTCWL4,AEL-LTCWL4-35-MHAM,"143 Watts",3500K
AEL-LTCWL4,AEL-LTCWL4-35-HHAM,"179 Watts",3500K
AEL-LTCWL4,AEL-LTCWL4-40-SLAM,"33 Watts","4000K (Standard)"
AEL-LTCWL4,AEL-LTCWL4-40-MLAM,"57 Watts","4000K (Standard)"
AEL-LTCWL4,AEL-LTCWL4-40-HLAM,"80 Watts","4000K (Standard)"
AEL-LTCWL4,AEL-LTCWL4-40-SMAM,"86 Watts","4000K (Standard)"
AEL-LTCWL4,AEL-LTCWL4-40-MMAM,"93 Watts","4000K (Standard)"
AEL-LTCWL4,AEL-LTCWL4-40-HMAM,"112 Watts","4000K (Standard)"
AEL-LTCWL4,AEL-LTCWL4-40-SHAM,"118 Watts","4000K (Standard)"
AEL-LTCWL4,AEL-LTCWL4-40-MHAM,"143 Watts","4000K (Standard)"
AEL-LTCWL4,AEL-LTCWL4-40-HHAM,"179 Watts","4000K (Standard)"
AEL-LTCWL4,AEL-LTCWL4-50-SLAM,"33 Watts",5000K
AEL-LTCWL4,AEL-LTCWL4-50-MLAM,"57 Watts",5000K
AEL-LTCWL4,AEL-LTCWL4-50-HLAM,"80 Watts",5000K
AEL-LTCWL4,AEL-LTCWL4-50-SMAM,"86 Watts",5000K
AEL-LTCWL4,AEL-LTCWL4-50-MMAM,"93 Watts",5000K
AEL-LTCWL4,AEL-LTCWL4-50-HMAM,"112 Watts",5000K
AEL-LTCWL4,AEL-LTCWL4-50-SHAM,"118 Watts",5000K
AEL-LTCWL4,AEL-LTCWL4-50-MHAM,"143 Watts",5000K
AEL-LTCWL4,AEL-LTCWL4-50-HHAM,"179 Watts",5000K
AEL-LTCWL2,AEL-LTCWL2-30-SLAM,"33 Watts",3000K
AEL-LTCWL2,AEL-LTCWL2-30-MLAM,"57 Watts",3000K
AEL-LTCWL2,AEL-LTCWL2-30-HLAM,"80 Watts",3000K
AEL-LTCWL2,AEL-LTCWL2-35-SLAM,"33 Watts",3500K
AEL-LTCWL2,AEL-LTCWL2-35-MLAM,"57 Watts",3500K
AEL-LTCWL2,AEL-LTCWL2-35-HLAM,"80 Watts",3500K
AEL-LTCWL2,AEL-LTCWL2-40-SLAM,"33 Watts","4000K (Standard)"
AEL-LTCWL2,AEL-LTCWL2-40-MLAM,"57 Watts","4000K (Standard)"
AEL-LTCWL2,AEL-LTCWL2-40-HLAM,"80 Watts","4000K (Standard)"
AEL-LTCWL2,AEL-LTCWL2-50-SLAM,"33 Watts",5000K
AEL-LTCWL2,AEL-LTCWL2-50-MLAM,"57 Watts",5000K
AEL-LTCWL2,AEL-LTCWL2-50-HLAM,"80 Watts",5000K
AEL-LTCWL1,AEL-LTCWL1-30-SLAM,"33 Watts",3000K
AEL-LTCWL1,AEL-LTCWL1-30-MLAM,"57 Watts",3000K
AEL-LTCWL1,AEL-LTCWL1-30-HLAM,"80 Watts",3000K
AEL-LTCWL1,AEL-LTCWL1-35-SLAM,"33 Watts",3500K
AEL-LTCWL1,AEL-LTCWL1-35-MLAM,"57 Watts",3500K
AEL-LTCWL1,AEL-LTCWL1-35-HLAM,"80 Watts",3500K
AEL-LTCWL1,AEL-LTCWL1-40-SLAM,"33 Watts",4000K
AEL-LTCWL1,AEL-LTCWL1-40-MLAM,"57 Watts",4000K
AEL-LTCWL1,AEL-LTCWL1-40-HLAM,"80 Watts",4000K
AEL-LTCWL1,AEL-LTCWL1-50-SLAM,"33 Watts",5000K
AEL-LTCWL1,AEL-LTCWL1-50-MLAM,"57 Watts",5000K
AEL-LTCWL1,AEL-LTCWL1-50-HLAM,"80 Watts",5000K
AEL-LTC4,AEL-LTC4-30-SLAM,"33 Watts",3000K
AEL-LTC4,AEL-LTC4-30-MLAM,"57 Watts",3000K
AEL-LTC4,AEL-LTC4-30-HLAM,"80 Watts",3000K
AEL-LTC4,AEL-LTC4-30-SMAM,"86 Watts",3000K
AEL-LTC4,AEL-LTC4-30-MMAM,"93 Watts",3000K
AEL-LTC4,AEL-LTC4-30-HMAM,"112 Watts",3000K
AEL-LTC4,AEL-LTC4-30-SHAM,"118 Watts",3000K
AEL-LTC4,AEL-LTC4-30-MHAM,"143 Watts",3000K
AEL-LTC4,AEL-LTC4-30-HHAM,"179 Watts",3000K
AEL-LTC4,AEL-LTC4-35-SLAM,"33 Watts",3500K
AEL-LTC4,AEL-LTC4-35-MLAM,"57 Watts",3500K
AEL-LTC4,AEL-LTC4-35-HLAM,"80 Watts",3500K
AEL-LTC4,AEL-LTC4-35-SMAM,"86 Watts",3500K
AEL-LTC4,AEL-LTC4-35-MMAM,"93 Watts",3500K
AEL-LTC4,AEL-LTC4-35-HMAM,"112 Watts",3500K
AEL-LTC4,AEL-LTC4-35-SHAM,"118 Watts",3500K
AEL-LTC4,AEL-LTC4-35-MHAM,"143 Watts",3500K
AEL-LTC4,AEL-LTC4-35-HHAM,"179 Watts",3500K
AEL-LTC4,AEL-LTC4-40-SLAM,"33 Watts","4000K (Standard)"
AEL-LTC4,AEL-LTC4-40-MLAM,"57 Watts","4000K (Standard)"
AEL-LTC4,AEL-LTC4-40-HLAM,"80 Watts","4000K (Standard)"
AEL-LTC4,AEL-LTC4-40-SMAM,"86 Watts","4000K (Standard)"
AEL-LTC4,AEL-LTC4-40-MMAM,"93 Watts","4000K (Standard)"
AEL-LTC4,AEL-LTC4-40-HMAM,"112 Watts","4000K (Standard)"
AEL-LTC4,AEL-LTC4-40-SHAM,"118 Watts","4000K (Standard)"
AEL-LTC4,AEL-LTC4-40-MHAM,"143 Watts","4000K (Standard)"
AEL-LTC4,AEL-LTC4-40-HHAM,"179 Watts","4000K (Standard)"
AEL-LTC4,AEL-LTC4-50-SLAM,"33 Watts",5000K
AEL-LTC4,AEL-LTC4-50-MLAM,"57 Watts",5000K
AEL-LTC4,AEL-LTC4-50-HLAM,"80 Watts",5000K
AEL-LTC4,AEL-LTC4-50-SMAM,"86 Watts",5000K
AEL-LTC4,AEL-LTC4-50-MMAM,"93 Watts",5000K
AEL-LTC4,AEL-LTC4-50-HMAM,"112 Watts",5000K
AEL-LTC4,AEL-LTC4-50-SHAM,"118 Watts",5000K
AEL-LTC4,AEL-LTC4-50-MHAM,"143 Watts",5000K
AEL-LTC4,AEL-LTC4-50-HHAM,"179 Watts",5000K
AEL-LTC2,AEL-LTC2-30-SLAM,"33 Watts",3000K
AEL-LTC2,AEL-LTC2-30-MLAM,"57 Watts",3000K
AEL-LTC2,AEL-LTC2-30-HLAM,"80 Watts",3000K
AEL-LTC2,AEL-LTC2-35-SLAM,"33 Watts",3500K
AEL-LTC2,AEL-LTC2-35-MLAM,"57 Watts",3500K
AEL-LTC2,AEL-LTC2-35-HLAM,"80 Watts",3500K
AEL-LTC2,AEL-LTC2-40-SLAM,"33 Watts","4000K (Standard)"
AEL-LTC2,AEL-LTC2-40-MLAM,"57 Watts","4000K (Standard)"
AEL-LTC2,AEL-LTC2-40-HLAM,"80 Watts","4000K (Standard)"
AEL-LTC2,AEL-LTC2-50-SLAM,"33 Watts",5000K
AEL-LTC2,AEL-LTC2-50-MLAM,"57 Watts",5000K
AEL-LTC2,AEL-LTC2-50-HLAM,"80 Watts",5000K
AEL-LTC1,AEL-LTC1-30-SLAM,"33 Watts",3000K
AEL-LTC1,AEL-LTC1-30-MLAM,"57 Watts",3000K
AEL-LTC1,AEL-LTC1-30-HLAM,"80 Watts",3000K
AEL-LTC1,AEL-LTC1-35-SLAM,"33 Watts",3500K
AEL-LTC1,AEL-LTC1-35-MLAM,"57 Watts",3500K
AEL-LTC1,AEL-LTC1-35-HLAM,"80 Watts",3500K
AEL-LTC1,AEL-LTC1-40-SLAM,"33 Watts","4000K (Standard)"
AEL-LTC1,AEL-LTC1-40-MLAM,"57 Watts","4000K (Standard)"
AEL-LTC1,AEL-LTC1-40-HLAM,"80 Watts","4000K (Standard)"
AEL-LTC1,AEL-LTC1-50-SLAM,"33 Watts",5000K
AEL-LTC1,AEL-LTC1-50-MLAM,"57 Watts",5000K
AEL-LTC1,AEL-LTC1-50-HLAM,"80 Watts",5000K
AEL-LTRB2,AEL-LTRB2-30-SLAM,"33 Watts",3000K
AEL-LTRB2,AEL-LTRB2-30-MLAM,"57 Watts",3000K
AEL-LTRB2,AEL-LTRB2-30-HLAM,"80 Watts",3000K
AEL-LTRB2,AEL-LTRB2-35-SLAM,"33 Watts",3500K
AEL-LTRB2,AEL-LTRB2-35-MLAM,"57 Watts",3500K
AEL-LTRB2,AEL-LTRB2-35-HLAM,"80 Watts",3500K
AEL-LTRB2,AEL-LTRB2-40-SLAM,"33 Watts","4000K (Standard)"
AEL-LTRB2,AEL-LTRB2-40-MLAM,"57 Watts","4000K (Standard)"
AEL-LTRB2,AEL-LTRB2-40-HLAM,"80 Watts","4000K (Standard)"
AEL-LTRB2,AEL-LTRB2-50-SLAM,"33 Watts",5000K
AEL-LTRB2,AEL-LTRB2-50-MLAM,"57 Watts",5000K
AEL-LTRB2,AEL-LTRB2-50-HLAM,"80 Watts",5000K
AEL-LTRB1,AEL-LTRB1-30-SLAM,"33 Watts",3000K
AEL-LTRB1,AEL-LTRB1-30-MLAM,"57 Watts",3000K
AEL-LTRB1,AEL-LTRB1-30-HLAM,"80 Watts",3000K
AEL-LTRB1,AEL-LTRB1-35-SLAM,"33 Watts",3500K
AEL-LTRB1,AEL-LTRB1-35-MLAM,"57 Watts",3500K
AEL-LTRB1,AEL-LTRB1-35-HLAM,"80 Watts",3500K
AEL-LTRB1,AEL-LTRB1-40-SLAM,"33 Watts","4000K (Standard)"
AEL-LTRB1,AEL-LTRB1-40-MLAM,"57 Watts","4000K (Standard)"
AEL-LTRB1,AEL-LTRB1-40-HLAM,"80 Watts","4000K (Standard)"
AEL-LTRB1,AEL-LTRB1-50-SLAM,"33 Watts",5000K
AEL-LTRB1,AEL-LTRB1-50-MLAM,"57 Watts",5000K
AEL-LTRB1,AEL-LTRB1-50-HLAM,"80 Watts",5000K
TF-HBCA48L,TF-HBCA48L-N110W14000LA10DMV-30K,"110 Watts",3000K
TF-HBCA48L,TF-HBCA48L-N110W14000LA10DMV-35K,"110 Watts",3500K
TF-HBCA48L,TF-HBCA48L-N110W14000LA10DMV-40K,"110 Watts",4000K
TF-HBCA48L,TF-HBCA48L-N110W14000LA10DMV-50K,"110 Watts",5000K
TF-HBCA48L,TF-HBCA48L-N144W20000LA10DMV-30K,"144 Watts",3000K
TF-HBCA48L,TF-HBCA48L-N144W20000LA10DMV-35K,"144 Watts",3500K
TF-HBCA48L,TF-HBCA48L-N144W20000LA10DMV-40K,"144 Watts",4000K
TF-HBCA48L,TF-HBCA48L-N144W20000LA10DMV-50K,"144 Watts",5000K
TF-HBCA96L,TF-HBCA96L-N162W22000LA10DMV-30K,"162 Watts",3000K
TF-HBCA96L,TF-HBCA96L-N162W22000LA10DMV-35K,"162 Watts",3500K
TF-HBCA96L,TF-HBCA96L-N162W22000LA10DMV-40K,"162 Watts",4000K
TF-HBCA96L,TF-HBCA96L-N162W22000LA10DMV-50K,"162 Watts",5000K
TF-HBCA96L,TF-HBCA96L-N220W27000LA10DMV-30K,"220 Watts",3000K
TF-HBCA96L,TF-HBCA96L-N220W27000LA10DMV-35K,"220 Watts",3500K
TF-HBCA96L,TF-HBCA96L-N220W27000LA10DMV-40K,"220 Watts",4000K
TF-HBCA96L,TF-HBCA96L-N220W27000LA10DMV-50K,"220 Watts",5000K
TF-HBCA96L,TF-HBCA96L-N288W35000LA10DMV-30K,"288 Watts",3000K
TF-HBCA96L,TF-HBCA96L-N288W35000LA10DMV-35K,"288 Watts",3500K
TF-HBCA96L,TF-HBCA96L-N288W35000LA10DMV-40K,"288 Watts",4000K
TF-HBCA96L,TF-HBCA96L-N288W35000LA10DMV-50K,"288 Watts",5000K
TF-FPELP24LED,TF-FPELP24LED-50DMVWH-40,"50 Watts",4000K
TF-FPELP24LED,TF-FPELP24LED-50DMVWH-50,"50 Watts",5000K
TF-FPELP24LED,TF-FPELP24LED-75DMVWH-40,"75 Watts",4000K
TF-FPELP24LED,TF-FPELP24LED-75DMVWH-50,"75 Watts",5000K
FL-FI-HB-2FT,FL-FI-HB-2FT-80W-40K-G4,"80 Watts",4000K
FL-FI-HB-2FT,FL-FI-HB-2FT-80W-50K-G4,"80 Watts",5000K
FL-FI-HB-2FT,FL-FI-HB-2FT-110W-40K-G4,"110 Watts",4000K
FL-FI-HB-2FT,FL-FI-HB-2FT-110W-50K-G4,"110 Watts",5000K
FL-FI-HB-2FT,FL-FI-HB-2FT-165W-40K-G4,"165 Watts",4000K
FL-FI-HB-2FT,FL-FI-HB-2FT-165W-50K-G4,"165 Watts",5000K
FL-FI-HB-2FT,FL-FI-HB-2FT-220W-40K-G4,"220 Watts",4000K
FL-FI-HB-2FT,FL-FI-HB-2FT-220W-50K-G4,"220 Watts",5000K
TF-HBIHO24L,TF-HBIHO24L-245W34300LDMV-30K,"245 Watts",3000K
TF-HBIHO24L,TF-HBIHO24L-245W34300LDMV-35K,"245 Watts",3500K
TF-HBIHO24L,TF-HBIHO24L-245W34300LDMV-40K,"245 Watts",4000K
TF-HBIHO24L,TF-HBIHO24L-245W34300LDMV-50K,"245 Watts",5000K
TF-HBIHO24L,TF-HBIHO24L-325W45500LDMV-30K,"325 Watts",3000K
TF-HBIHO24L,TF-HBIHO24L-325W45500LDMV-35K,"325 Watts",3500K
TF-HBIHO24L,TF-HBIHO24L-325W45500LDMV-40K,"325 Watts",4000K
TF-HBIHO24L,TF-HBIHO24L-325W45500LDMV-50K,"325 Watts",5000K
TF-66RWSF96L,TF-66RWSF96L-R48W4800LDMV-30KWH,"48 Watts",3000K
TF-66RWSF96L,TF-66RWSF96L-R48W4800LDMV-35KWH,"48 Watts",3500K
TF-66RWSF96L,TF-66RWSF96L-R48W4800LDMV-40KWH,"48 Watts",4000K
TF-66RWSF96L,TF-66RWSF96L-R48W4800LDMV-50KWH,"48 Watts",5000K
TF-66RWSF96L,TF-66RWSF96L-R96W9600LDMV-30KWH,"96 Watts",3000K
TF-66RWSF96L,TF-66RWSF96L-R96W9600LDMV-35KWH,"96 Watts",3500K
TF-66RWSF96L,TF-66RWSF96L-R96W9600LDMV-40KWH,"96 Watts",4000K
TF-66RWSF96L,TF-66RWSF96L-R96W9600LDMV-50KWH,"96 Watts",5000K
TF-44RWSF96L,TF-44RWSF96L-R48W4800LDMV-30KWH,"48 Watts",3000K
TF-44RWSF96L,TF-44RWSF96L-R48W4800LDMV-35KWH,"48 Watts",3500K
TF-44RWSF96L,TF-44RWSF96L-R48W4800LDMV-40KWH,"48 Watts",4000K
TF-44RWSF96L,TF-44RWSF96L-R48W4800LDMV-50KWH,"48 Watts",5000K
TF-44RWSF96L,TF-44RWSF96L-R96W9600LDMV-30KWH,"96 Watts",3000K
TF-44RWSF96L,TF-44RWSF96L-R96W9600LDMV-35KWH,"96 Watts",3500K
TF-44RWSF96L,TF-44RWSF96L-R96W9600LDMV-40KWH,"96 Watts",4000K
TF-44RWSF96L,TF-44RWSF96L-R96W9600LDMV-50KWH,"96 Watts",5000K
TF-44RWSF48L,TF-44RWSF48L-R24W2400LDMV-30KWH,"24 Watts",3000K
TF-44RWSF48L,TF-44RWSF48L-R24W2400LDMV-40KWH,"24 Watts",3500K
TF-44RWSF48L,TF-44RWSF48L-R24W2400LDMV-50KWH,"24 Watts",4000K
TF-44RWSF48L,TF-44RWSF48L-R48W4800LDMV-30KWH,"48 Watts",3000K
TF-44RWSF48L,TF-44RWSF48L-R48W4800LDMV-40KWH,"48 Watts",3500K
TF-44RWSF48L,TF-44RWSF48L-R48W4800LDMV-50KWH,"48 Watts",4000K
TF-44RWSF48L,TF-44RWSF48L-24-50,"24 Watts",5000K
TF-44RWSF48L,TF-44RWSF48L-48-50,"48 Watts",5000K
EE-TCB2X4,EE-TCB2X4-25W-835,"25 Watts",3500K
EE-TCB2X4,EE-TCB2X4-25W-840,"25 Watts","4000K (Standard)"
EE-TCB2X4,EE-TCB2X4-25W-850,"25 Watts",5000K
EE-TCB2X4,EE-TCB2X4-34W-835,"34 Watts",3500K
EE-TCB2X4,EE-TCB2X4-34W-840,"34 Watts","4000K (Standard)"
EE-TCB2X4,EE-TCB2X4-34W-850,"34 Watts",5000K
EE-TCB2X4,EE-TCB2X4-48W-835,"48 Watts",3500K
EE-TCB2X4,EE-TCB2X4-48W-840,"48 Watts","4000K (Standard)"
EE-TCB2X4,EE-TCB2X4-48W-850,"48 Watts",5000K
EE-TRFK2X2,EE-TRFK2X2-30W-840,"30 Watts / Model Kit Design",4000K
EE-TRFK2X2,EE-TRFK2X2-30W-850,"30 Watts / Model Kit Design",5000K
EE-TRFK2X2,EE-TRFK2X2-30W-HD-840,"30 Watts / Hinged Door Design",4000K
EE-TRFK2X2,EE-TRFK2X2-30W-HD-850,"30 Watts / Hinged Door Design",5000K
TF-OSL96L,TF-OSL96L-S96W11800LDMV-30K,"96 Watts",3000K
TF-OSL96L,TF-OSL96L-S96W11800LDMV-35K,"96 Watts",3500K
TF-OSL96L,TF-OSL96L-S96W11800LDMV-40K,"96 Watts",4000K
TF-OSL96L,TF-OSL96L-S96W11800LDMV-50K,"96 Watts",5000K
TF-OSL96L,TF-OSL96L-S114W13000LDMV-30K,"114 Watts",3000K
TF-OSL96L,TF-OSL96L-S114W13000LDMV-35K,"114 Watts",3500K
TF-OSL96L,TF-OSL96L-S114W13000LDMV-40K,"114 Watts",4000K
TF-OSL96L,TF-OSL96L-S114W13000LDMV-50K,"114 Watts",5000K
TF-OSL48L,TF-OSL48L-S48W5900LDMV-30K,"48 Watts",3000K
TF-OSL48L,TF-OSL48L-S48W5900LDMV-35K,"48 Watts",3500K
TF-OSL48L,TF-OSL48L-S48W5900LDMV-40K,"48 Watts",4000K
TF-OSL48L,TF-OSL48L-S48W5900LDMV-50K,"48 Watts",5000K
TF-OSL48L,TF-OSL48L-S57W6500LDMV-30K,"57 Watts",3000K
TF-OSL48L,TF-OSL48L-S57W6500LDMV-35K,"57 Watts",3500K
TF-OSL48L,TF-OSL48L-S57W6500LDMV-40K,"57 Watts",4000K
TF-OSL48L,TF-OSL48L-S57W6500LDMV-50K,"57 Watts",5000K
TF-TFC14L,TF-TFC14L-14W1350LD120-30K,"14 Watts",3000K
TF-TFC14L,TF-TFC14L-14W1350LD120-40K,"14 Watts",4000K
TF-TFC14L,TF-TFC14L-23W1850LD120-30K,"23 Watts",3000K
TF-TFC14L,TF-TFC14L-23W1850LD120-40K,"23 Watts",4000K
TF-TFC11L,TF-TFC11L-13W900LD120-30K,"13 Watts",3000K
TF-TFC11L,TF-TFC11L-13W900LD120-40K,"13 Watts",4000K
TF-TFC11L,TF-TFC11L-14W1350LD120-30K,"14 Watts",3000K
TF-TFC11L,TF-TFC11L-14W1350LD120-40K,"14 Watts",4000K
TF-RLWDFR48L,TF-RLWDFR48L-T30W4100LDMV-30K,"30 Watts",3000K
TF-RLWDFR48L,TF-RLWDFR48L-T30W4100LDMV-35K,"30 Watts",3500K
TF-RLWDFR48L,TF-RLWDFR48L-T30W4100LDMV-40K,"30 Watts",4000K
TF-RLWDFR48L,TF-RLWDFR48L-T30W4100LDMV-50K,"30 Watts",5000K
TF-RLWDFR48L,TF-RLWDFR48L-T48W6000LDMV-30K,"48 Watts",3000K
TF-RLWDFR48L,TF-RLWDFR48L-T48W6000LDMV-35K,"48 Watts",3500K
TF-RLWDFR48L,TF-RLWDFR48L-T48W6000LDMV-40K,"48 Watts",4000K
TF-RLWDFR48L,TF-RLWDFR48L-T48W6000LDMV-50K,"48 Watts",5000K
TF-RLWDFR48L,TF-RLWDFR48L-T57W6900LDMV-30K,"57 Watts",3000K
TF-RLWDFR48L,TF-RLWDFR48L-T57W6900LDMV-35K,"57 Watts",3500K
TF-RLWDFR48L,TF-RLWDFR48L-T57W6900LDMV-40K,"57 Watts",4000K
TF-RLWDFR48L,TF-RLWDFR48L-T57W6900LDMV-50K,"57 Watts",5000K
TF-8RB501,TF-8RB501-F48W6950LDMV-30K,"48 Watts",3000K
TF-8RB501,TF-8RB501-F48W6950LDMV-35K,"48 Watts",3500K
TF-8RB501,TF-8RB501-F48W6950LDMV-40K,"48 Watts",4000K
TF-8RB501,TF-8RB501-F48W6950LDMV-50K,"48 Watts",5000K
TF-8RB501,TF-8RB501-F97W13100LDMV-30K,"97 Watts",3000K
TF-8RB501,TF-8RB501-F97W13100LDMV-35K,"97 Watts",3500K
TF-8RB501,TF-8RB501-F97W13100LDMV-40K,"97 Watts",4000K
TF-8RB501,TF-8RB501-F97W13100LDMV-50K,"97 Watts",5000K
TF-8RB501,TF-8RB501-F118W15800LDMV-30K,"118 Watts",3000K
TF-8RB501,TF-8RB501-F118W15800LDMV-35K,"118 Watts",3500K
TF-8RB501,TF-8RB501-F118W15800LDMV-40K,"118 Watts",4000K
TF-8RB501,TF-8RB501-F118W15800LDMV-50K,"118 Watts",5000K
TF-8RB421,TF-8RB421-F48W6950LDMV-30K,"48 Watts",3000K
TF-8RB421,TF-8RB421-F48W6950LDMV-35K,"48 Watts",3500K
TF-8RB421,TF-8RB421-F48W6950LDMV-40K,"48 Watts",4000K
TF-8RB421,TF-8RB421-F48W6950LDMV-50K,"48 Watts",5000K
TF-8RB421,TF-8RB421-F97W13100LDMV-30K,"97 Watts",3000K
TF-8RB421,TF-8RB421-F97W13100LDMV-35K,"97 Watts",3500K
TF-8RB421,TF-8RB421-F97W13100LDMV-40K,"97 Watts",4000K
TF-8RB421,TF-8RB421-F97W13100LDMV-50K,"97 Watts",5000K
TF-8RB421,TF-8RB421-F118W15800LDMV-30K,"118 Watts",3000K
TF-8RB421,TF-8RB421-F118W15800LDMV-35K,"118 Watts",3500K
TF-8RB421,TF-8RB421-F118W15800LDMV-40K,"118 Watts",4000K
TF-8RB421,TF-8RB421-F118W15800LDMV-50K,"118 Watts",5000K
TF-4RB501,TF-4RB501-F24W3500LDMV-30K,"24 Watts",3000K
TF-4RB501,TF-4RB501-F24W3500LDMV-35K,"24 Watts",3500K
TF-4RB501,TF-4RB501-F24W3500LDMV-40K,"24 Watts",4000K
TF-4RB501,TF-4RB501-F24W3500LDMV-50K,"24 Watts",5000K
TF-4RB501,TF-4RB501-F48W6500LDMV-30K,"48 Watts",3000K
TF-4RB501,TF-4RB501-F48W6500LDMV-35K,"48 Watts",3500K
TF-4RB501,TF-4RB501-F48W6500LDMV-40K,"48 Watts",4000K
TF-4RB501,TF-4RB501-F48W6500LDMV-50K,"48 Watts",5000K
TF-4RB501,TF-4RB501-F57W7900LDMV-30K,"57 Watts",3000K
TF-4RB501,TF-4RB501-F57W7900LDMV-35K,"57 Watts",3500K
TF-4RB501,TF-4RB501-F57W7900LDMV-40K,"57 Watts",4000K
TF-4RB501,TF-4RB501-F57W7900LDMV-50K,"57 Watts",5000K
TF-4RB421,TF-4RB421-F24W3500LDMV-30K,"24 Watts",3000K
TF-4RB421,TF-4RB421-F24W3500LDMV-35K,"24 Watts",3500K
TF-4RB421,TF-4RB421-F24W3500LDMV-40K,"24 Watts",4000K
TF-4RB421,TF-4RB421-F24W3500LDMV-50K,"24 Watts",5000K
TF-4RB421,TF-4RB421-F48W6500LDMV-30K,"48 Watts",3000K
TF-4RB421,TF-4RB421-F48W6500LDMV-35K,"48 Watts",3500K
TF-4RB421,TF-4RB421-F48W6500LDMV-40K,"48 Watts",4000K
TF-4RB421,TF-4RB421-F48W6500LDMV-50K,"48 Watts",5000K
TF-4RB421,TF-4RB421-F57W7900LDMV-30K,"57 Watts",3000K
TF-4RB421,TF-4RB421-F57W7900LDMV-35K,"57 Watts",3500K
TF-4RB421,TF-4RB421-F57W7900LDMV-40K,"57 Watts",4000K
TF-4RB421,TF-4RB421-F57W7900LDMV-50K,"57 Watts",5000K
TF-RFSFFR96L,TF-RFSFFR96L-J62W6600LDMV-30K,"62 Watts",3000K
TF-RFSFFR96L,TF-RFSFFR96L-J62W6600LDMV-35K,"62 Watts",3500K
TF-RFSFFR96L,TF-RFSFFR96L-J62W6600LDMV-40K,"62 Watts",4000K
TF-RFSFFR96L,TF-RFSFFR96L-J62W6600LDMV-50K,"62 Watts",5000K
TF-RFSFFR96L,TF-RFSFFR96L-Z114W12400LDMV-30K,"114 Watts",3000K
TF-RFSFFR96L,TF-RFSFFR96L-Z114W12400LDMV-35K,"114 Watts",3500K
TF-RFSFFR96L,TF-RFSFFR96L-Z114W12400LDMV-40K,"114 Watts",4000K
TF-RFSFFR96L,TF-RFSFFR96L-Z114W12400LDMV-50K,"114 Watts",5000K
TF-RFSFFR48L,TF-RFSFFR48L-J24W2600LDMV-30K,"24 Watts",3000K
TF-RFSFFR48L,TF-RFSFFR48L-J24W2600LDMV-35K,"24 Watts",3500K
TF-RFSFFR48L,TF-RFSFFR48L-J24W2600LDMV-40K,"24 Watts",4000K
TF-RFSFFR48L,TF-RFSFFR48L-J24W2600LDMV-50K,"24 Watts",5000K
TF-RFSFFR48L,TF-RFSFFR48L-J48W5400LDMV-30K,"48 Watts",3000K
TF-RFSFFR48L,TF-RFSFFR48L-J48W5400LDMV-35K,"48 Watts",3500K
TF-RFSFFR48L,TF-RFSFFR48L-J48W5400LDMV-40K,"48 Watts",4000K
TF-RFSFFR48L,TF-RFSFFR48L-J48W5400LDMV-50K,"48 Watts",5000K
TF-RFSFFR48L,TF-RFSFFR48L-Z57W6200LDMV-30K,"57 Watts",3000K
TF-RFSFFR48L,TF-RFSFFR48L-Z57W6200LDMV-35K,"57 Watts",3500K
TF-RFSFFR48L,TF-RFSFFR48L-Z57W6200LDMV-40K,"57 Watts",4000K
